#Date  :
#Mag  :
#Magerr  :
#end  :
@INSTRUMENT  LOSS
@BAND  LOSS_K3_I
@MAGSYS  Linear_AB11_off
52326.56  16.406  0.045
52329.56  16.501  0.032
52331.56  16.605  0.027
52333.56  16.662  0.033
52335.56  16.858  0.04
52337.56  16.93  0.047
52342.55  16.599  0.094
52344.55  17.089  0.219
52347.55  16.755  0.05
52352.54  16.73  0.042
52359.54  17.138  0.08
52363.49  17.495  0.056
52367.5  17.496  0.059
52371.5  17.708  0.031
52375.48  17.913  0.06
52380.43  18.274  0.049
52385.46  18.221  0.071
52396.46  18.847  0.126
