#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb              Phase    dmu/dP                     dmB/dP                     ds/dP                     dc/dP                     
Zeropoint     AB|SDSS|SDSS_i            6046.982681464845     All      1.0338857798849663         0.05914956367121249        -0.12779533874691662      -0.323206572515336        
Zeropoint     AB|SDSS|SDSS_g            3816.0858470505523    All      -1.0695703196145105        0.43414617411325906        -0.51930002779495         0.4666359576286194        
Zeropoint     AB|SDSS|SDSS_z            7189.358339932771     All      0.12251549780964432        0.0013128549143814894      0.046118244709042466      -0.03742164279157134      
Zeropoint     AB|SDSS|SDSS_r            4986.483408599665     All      0.9111118879074658         0.5038345326916271         0.6001223377445464        -0.10588292994945792      
Check         All|All|All               All                   All      0.9979428459875659         0.9984431253904802         -0.0008547840882777713    0.0001248123722541461     
Lambda        AB|SDSS|SDSS_i            6046.982681464845     All      -0.00023025113034580452    -1.5990086787956448e-05    0.0001484851261733713     7.641808007934852e-05     
Lambda        AB|SDSS|SDSS_g            3816.0858470505523    All      -0.0013567936015730993     0.0003493466653099294      -0.002556751633055452     0.0004416499326235934     
Lambda        AB|SDSS|SDSS_z            7189.358339932771     All      -2.8004036935738415e-05    -5.356924011910749e-07     -3.982345364498317e-05    7.1702056629265956e-06    
Lambda        AB|SDSS|SDSS_r            4986.483408599665     All      -0.00032448739547210107    -0.00013214941289092482    -0.0011327163071132055    1.2102882249728697e-05    
MWEBV         All|All|All               All                   All      -0.569752362695978         -3.065366742816522         0.15088616064070637       -0.8061703505253315       
Redshift      All|All|All               All                   All      5.208825879854715          1.3086696801959619         6.065559560726774         -0.99973112046879         
