#Format:        
#Parameter MagSys|Instrument|Band RestLamb Phase dmu/dP dmB/dP ds/dP dc/dP
Zeropoint AB|SDSS|SDSS_z 6627.97888716157 All 0.07961383538504564 0.014074174247063809 0.18608335982216853 -0.013044378124542264
Zeropoint AB|SDSS|SDSS_i 5574.805378828209 All 0.4860058045048276 0.1207795423141178 -2.3441593943132366 -0.22357527661616394
Zeropoint AB|SDSS|SDSS_g 3518.107629349806 All -0.9445803567414993 0.17281049486212297 -2.1684967924519274 0.267200909132804
Zeropoint AB|SDSS|SDSS_r 4597.114956672072 All 1.8044929172508042 0.5774259555109147 8.23677218128476 -0.0321267664182011
Check All|All|All All All 1.4255322003991784 0.8850901669342193 3.9101993543417644 -0.0015455120261033267
