#Format:      
#Parameter    MagSys|Instrument|Band                     RestLamb              Phase    dmu/dP                     dmB/dP                     ds/dP                      dc/dP                      
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA3_KC_r'_1    6121.766468025543     All      0.42444040204228856        -0.10008732340809345       0.037101385366189454       -0.16920027220039546       
Zeropoint     Linear_AB11_off|LOSS|LOSS_N1_V             5260.923449692434     All      -0.0007452324159248278     0.023962989451487005       -0.0576914820292318        0.005473774862999048       
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_V-LC-9844      5251.3783994205705    All      0.23829736146682817        0.43418755089623673        -0.1048951197621717        0.059126891863840736       
Zeropoint     Linear_AB11_off|LOSS|LOSS_N1_I             8037.826778769876     All      0.0266518078453958         -0.015796532015510678      -0.026788179381997956      -0.015022254213759023      
Zeropoint     Linear_AB11_off|LOSS|LOSS_N1_B             4320.116354554089     All      -0.009984439579616627      0.013948079818515424       -0.01629821077040461       0.007068294632764371       
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA3_KC_B_1     4295.7949512249725    All      -0.06615723347722265       0.00010648303092608558     -0.022894213564517152      0.02056260887615957        
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA3_KC_V_1     5312.584141438173     All      0.03572371953312838        0.005398369334752573       -0.25588515291821157       -0.021296943370739674      
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA3_KC_i'_1    7458.28795917301      All      0.21985051360257313        -0.04234700190375307       0.1382931618752803         -0.07923496818547648       
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_i              7432.331025958005     All      0.3037276482343832         -0.07989384359170515       0.14974515979269132        -0.11827570193305853       
Zeropoint     Linear_AB11_off|LOSS|LOSS_N1_R             6223.844867196043     All      0.019169988633706066       0.001653926188982524       -0.07379788621790784       -0.008998818520057628      
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_r              6078.854983650813     All      0.8895920342505947         -0.097723712342912         0.042564174198234106       -0.3197017767844784        
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_B              4298.839532506334     All      -0.6178325852492591        0.33606205559868485        -0.20504203360021123       0.3015647824901352         
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_g              4696.079481824212     All      -0.46638712628847334       0.5174386115182728         0.39386545126436356        0.33804081584037915        
Check         All|All|All                                All                   All      0.9963468585984016         0.9969096525758836         -0.0017229457478951105     0.00010643335831284073     
Lambda        Linear_AB11_off|CfA34_FLWO|CfA3_KC_r'_1    6121.766468025543     All      1.5782380706404148e-05     -2.1158353348141182e-05    -3.494194911301054e-05     -1.3592111101963446e-05    
Lambda        Linear_AB11_off|LOSS|LOSS_N1_V             5260.923449692434     All      8.688916921300824e-07      3.249346882638005e-05      -8.346270600210023e-05     6.57660795177923e-06       
Lambda        Linear_AB11_off|SWOPE|SWOPE_V-LC-9844      5251.3783994205705    All      1.014913957191601e-05      0.00026699850862074714     -0.0011631933428890345     3.175631305310534e-05      
Lambda        Linear_AB11_off|LOSS|LOSS_N1_I             8037.826778769876     All      4.243988012776285e-06      -2.496424724006983e-06     -3.0391506766395017e-06    -2.3311975177468667e-06    
Lambda        Linear_AB11_off|LOSS|LOSS_N1_B             4320.116354554089     All      -1.1612966320815513e-05    1.5272685967143255e-05     -1.83173171555748e-05      7.940123725617271e-06      
Lambda        Linear_AB11_off|CfA34_FLWO|CfA3_KC_B_1     4295.7949512249725    All      -6.64556308138543e-05      5.418906060630632e-07      -3.96796564355511e-05      2.005257605480354e-05      
Lambda        Linear_AB11_off|CfA34_FLWO|CfA3_KC_V_1     5312.584141438173     All      1.4450416703658726e-05     2.7136420338030483e-06     -0.0003114690419676272     -1.7722486455837333e-05    
Lambda        Linear_AB11_off|CfA34_FLWO|CfA3_KC_i'_1    7458.28795917301      All      -2.5099467018505422e-05    -1.4647600463834402e-06    -2.1652710399780016e-05    6.732340601743363e-06      
Lambda        Linear_AB11_off|SWOPE|SWOPE_i              7432.331025958005     All      7.405336922477454e-06      -1.32002825795368e-05      -8.141957358552414e-05     -1.0345309799098066e-05    
Lambda        Linear_AB11_off|LOSS|LOSS_N1_R             6223.844867196043     All      3.218218185331269e-06      -8.344021041157635e-06     9.870723291388104e-06      -3.325716656537047e-06     
Lambda        Linear_AB11_off|SWOPE|SWOPE_r              6078.854983650813     All      1.4998865665188562e-05     1.4931109908033651e-05     -0.00018524952343736164    -8.288905689926208e-06     
Lambda        Linear_AB11_off|SWOPE|SWOPE_B              4298.839532506334     All      -0.0005658502618034631     0.0002605122702352483      -0.0004988207930342986     0.0002469133822127077      
Lambda        Linear_AB11_off|SWOPE|SWOPE_g              4696.079481824212     All      -0.0002459848728993646     8.007847906218233e-05      -0.00030809727941986796    9.246059435864007e-05      
MWEBV         All|All|All                                All                   All      -0.8132965175179243        -4.010108732484152         0.03635450870793644        -1.039684575659036         
Redshift      All|All|All                                All                   All      8.249032532798715          -2.4014568274389525        10.718973055467695         -2.99087623831876          
