#Format:      
#Parameter    MagSys|Instrument|Band                     RestLamb              Phase    dmu/dP                     dmB/dP                     ds/dP                      dc/dP                      
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA3_KC_r'_1    6121.766468025543     All      0.5169567240578009         -0.018294997829837456      0.025875650557811884       -0.17319438363557593       
Zeropoint     Linear_AB11_off|LOSS|LOSS_N1_V             5260.923449692434     All      -0.005898860263142645      0.050318923726067055       -0.12958498280600042       0.012529199135109982       
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_V-LC-9844      5251.3783994205705    All      0.19780389305705276        0.323815519923798          0.12157406531429162        0.04647142469537562        
Zeropoint     Linear_AB11_off|LOSS|LOSS_N1_I             8037.826778769876     All      0.060545899551019584       -0.03489957512678998       -0.008874531208086952      -0.031485760733979636      
Zeropoint     Linear_AB11_off|LOSS|LOSS_N1_B             4320.116354554089     All      -0.030172069210097855      0.03700288571870658        -0.05808525497900097       0.019289014656899448       
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA3_KC_B_1     4295.7949512249725    All      -0.13583234347863216       0.035553334966653694       0.001770134406348547       0.055904946859594656       
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA3_KC_V_1     5312.584141438173     All      0.039694381454158614       0.09980949185610655        -0.3467798645501974        0.004106276533736446       
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA3_KC_i'_1    7458.28795917301      All      0.23061773421447807        -0.022337857565357666      0.1339124405636043         -0.076420061049714         
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_i              7432.331025958005     All      0.28395073803067383        -0.09872131619692581       0.17284360154790082        -0.11693566150343232       
Zeropoint     Linear_AB11_off|LOSS|LOSS_N1_R             6223.844867196043     All      0.06256486261425565        -0.006704786502975679      -0.147178676711367         -0.029131311995664044      
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_r              6078.854983650813     All      0.7590500878117107         -0.14041777103708242       0.07195262277912166        -0.2897753581524604        
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_B              4298.839532506334     All      -0.5419268569698414        0.30960471564389636        -0.10628928647937771       0.27262864507037887        
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_g              4696.079481824212     All      -0.44023767270669323       0.46171673415251746        0.2706090020693914         0.305872260632807          
Check         All|All|All                                All                   All      0.9971165181627428         0.9964453017287767         0.001744920504439862       -0.00014076948692437474    
Lambda        Linear_AB11_off|CfA34_FLWO|CfA3_KC_r'_1    6121.766468025543     All      -6.038241851292744e-05     1.686784591173798e-05      -0.00015012522617393394    1.8463553237406017e-05     
Lambda        Linear_AB11_off|LOSS|LOSS_N1_V             5260.923449692434     All      -6.502489485858645e-06     6.394495966513261e-05      -0.00016677803299674886    1.5504514211868617e-05     
Lambda        Linear_AB11_off|SWOPE|SWOPE_V-LC-9844      5251.3783994205705    All      -3.6294495272031207e-05    0.00021613321422565734     -0.0009409132996559119     4.02353705032015e-05       
Lambda        Linear_AB11_off|LOSS|LOSS_N1_I             8037.826778769876     All      4.613107390444574e-06      -2.6466809581114528e-06    -6.69387187479002e-07      -2.3946235808601466e-06    
Lambda        Linear_AB11_off|LOSS|LOSS_N1_B             4320.116354554089     All      -3.046161037373201e-05     3.7583181686759024e-05     -5.8780354783032965e-05    1.9541330115705382e-05     
Lambda        Linear_AB11_off|CfA34_FLWO|CfA3_KC_B_1     4295.7949512249725    All      -0.00010006733193761676    2.5064856666726247e-05     -2.2405682194448277e-05    3.9759807864398564e-05     
Lambda        Linear_AB11_off|CfA34_FLWO|CfA3_KC_V_1     5312.584141438173     All      2.147372149557876e-05      8.478916600497399e-05      -0.0003860462522594039     3.396452100930584e-06      
Lambda        Linear_AB11_off|CfA34_FLWO|CfA3_KC_i'_1    7458.28795917301      All      -4.246360629893664e-05     7.345124509971281e-06      -5.709918198214012e-05     1.3676268038226296e-05     
Lambda        Linear_AB11_off|SWOPE|SWOPE_i              7432.331025958005     All      -3.600295011926898e-05     9.351998327683473e-06      -0.0002360073145327912     4.2416763374462724e-06     
Lambda        Linear_AB11_off|LOSS|LOSS_N1_R             6223.844867196043     All      -6.392181400005626e-06     8.097514069256429e-07      1.452507424202848e-05      2.9940938039378407e-06     
Lambda        Linear_AB11_off|SWOPE|SWOPE_r              6078.854983650813     All      -0.00013069684711638948    3.49778151031315e-05       -0.0007052461785255332     2.2493790150333204e-05     
Lambda        Linear_AB11_off|SWOPE|SWOPE_B              4298.839532506334     All      -0.0004099992540802744     0.00021514475087773291     -0.0003662546123670561     0.00018728570783834548     
Lambda        Linear_AB11_off|SWOPE|SWOPE_g              4696.079481824212     All      -0.00021923221614436497    4.860662778871262e-06      -0.0003266056904379696     5.841951118346397e-05      
MWEBV         All|All|All                                All                   All      -0.815735530966458         -4.010915306620166         0.037299438185054504       -1.0391106686066307        
Redshift      All|All|All                                All                   All      9.048753255110226          -2.0205051019623           13.090465235680698         -3.0214542735453653        
