#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb              Phase    dmu/dP                    dmB/dP                    ds/dP                     dc/dP                      
Zeropoint     AB|DECam|DECam_i          4538.7991711265595    All      1.1478436666938217        0.4328779818669304        0.4939036253633011        -0.21084719483782377       
Zeropoint     AB|DECam|DECam_r          3736.0212420923376    All      -1.5363447303825093       0.3357762606553294        0.02795119918879152       0.6110587313767762         
Zeropoint     AB|DECam|DECam_z          5318.805087321345     All      1.3872513696256425        0.23043187777105345       -0.5130877580061921       -0.39971091684085913       
Check         All|All|All               All                   All      0.998750305936955         0.9990861202933132        0.008767066545900537      0.0005006196980933408      
Lambda        AB|DECam|DECam_i          4538.7991711265595    All      -0.0007442203119394135    -0.000221481928604815     -0.0021918170529885116    7.246236061080535e-05      
Lambda        AB|DECam|DECam_r          3736.0212420923376    All      -0.0013991719725735005    0.0002261221079449015     -0.0013124852808669132    0.00047084156255362705     
Lambda        AB|DECam|DECam_z          5318.805087321345     All      -7.438297394698836e-05    -4.422544760859586e-05    -0.0012221182941632015    -4.4714228000640434e-05    
MWEBV         All|All|All               All                   All      -0.1361501154456901       -1.8878056836680202       0.04553676763114911       -0.5685397495299227        
Redshift      All|All|All               All                   All      4.883819077099586         0.704876550787148         1.2818670193419424        -1.3040152262744602        
