Salt2Model
BEGIN_OF_FITPARAMS Salt2Model
DayMax 50367.21086852826 0.8175430330229471
Redshift 0.0068105046974085166 0 F
Color 0.3717068034261307 0.035904477697446896
X0 0.023393999865961544 0.0017189304639133158
X1 -2.288161152176807 0.18401390002695395
RestFrameMag_0_UX 14.856198721187077 0.0
RestFrameMag_0_B 14.712932614534207 0.07977708168015607
RestFrameMag_0_V 14.337139824753802 0.0
RestFrameMag_0_R 14.100011519327515 0.0
CovDayMaxDayMax 0.6683766108443595 -1
CovDayMaxRestFrameMag_0_B 0.05580986115258878 -1
CovDayMaxX1 0.07228261400760386 -1
CovDayMaxColor 0.006521908042768246 -1
CovRestFrameMag_0_BDayMax 0.05580986115258879 -1
CovRestFrameMag_0_BRestFrameMag_0_B 0.006364382761402293 -1
CovRestFrameMag_0_BX1 0.008306049100811895 -1
CovRestFrameMag_0_BColor 0.0017421789222375399 -1
CovX1DayMax 0.07228261400760387 -1
CovX1RestFrameMag_0_B 0.008306049100811895 -1
CovX1X1 0.0338611154031298 -1
CovX1Color 0.0008495085718570769 -1
CovColorDayMax 0.0065219080427682515 -1
CovColorRestFrameMag_0_B 0.00174217892223754 -1
CovColorX1 0.000849508571857077 -1
CovColorColor 0.0012891315187264617 -1

dmu_estimate 0.10007070968998816
FirstPhase  5.849294821973268
LastPhase  40.01659824144405
LatestNegPhase  1000
EarliestPosPhase  5.849294821973268
NightsNegPhase  0
NightsPosPhase  6

salt3source   1
salt2_version   salt3-f22
