#Format:      
#Parameter    MagSys|Instrument|Band                     RestLamb              Phase    dmu/dP                     dmB/dP                     ds/dP                      dc/dP                     
Zeropoint     Linear_AB11_off|LOSS|LOSS_N2_I             8196.865332945488     All      0.0038436383847941557      -0.0011650928087636458     -0.004138346213864917      -0.0018161839168916272    
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA4_KC_r'_2    6208.564095008497     All      0.6356724427102417         -0.10197290390654423       -0.06391272478165033       -0.24312748857064234      
Zeropoint     Linear_AB11_off|LOSS|LOSS_K4_V             5368.1341656419945    All      0.19001620559795493        0.29770290053821036        0.21946193602508254        0.044870677581658545      
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA4_KC_B_2     4422.428230029072     All      -0.5853463041360765        0.41692407818216815        -0.06051780832113705       0.3237718054000811        
Zeropoint     Linear_AB11_off|LOSS|LOSS_K4_I             7862.538771318608     All      0.22537190232546178        -0.051911265774551296      0.06800529355193415        -0.08728548628123717      
Zeropoint     Linear_AB11_off|LOSS|LOSS_N2_V             5322.562109579596     All      -0.0058737514460763685     0.003020980034795784       -0.055327037244499166      0.0004283151069627902     
Zeropoint     Linear_AB11_off|LOSS|LOSS_N2_R             6343.423248479893     All      0.007687269926733889       -0.004416828922559901      -0.044970139193235226      -0.005949513980054403     
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA4_KC_V_2     5410.378118994597     All      0.20834602985391076        0.1750353162518259         -0.08963473729043375       -0.01485038195793951      
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA4_KC_i'_2    7607.39749605221      All      0.22170396258738087        -0.06019894872699716       0.024331854818835826       -0.09073923361700245      
Zeropoint     Linear_AB11_off|LOSS|LOSS_K4_B             4438.647874416634     All      -0.5490517535596814        0.3988835680642122         -0.07624502500984283       0.3053712551132069        
Zeropoint     Linear_AB11_off|LOSS|LOSS_K4_R             6345.758337025464     All      0.6442390557838922         -0.07508959637614332       0.08327836137756416        -0.23059267643365122      
Check         All|All|All                                All                   All      0.9966086980285358         0.9968122065556528         0.0003316277187534328      8.108844449061792e-05     
Lambda        Linear_AB11_off|LOSS|LOSS_N2_I             8196.865332945488     All      -1.5993243832802185e-06    4.738846351627785e-07      1.6304691793843535e-06     7.480727348594963e-07     
Lambda        Linear_AB11_off|CfA34_FLWO|CfA4_KC_r'_2    6208.564095008497     All      -0.00015339398912826138    1.3447109891416042e-05     -7.262985003171774e-05     5.110449822974987e-05     
Lambda        Linear_AB11_off|LOSS|LOSS_K4_V             5368.1341656419945    All      4.332969195080916e-05      3.0502882147906613e-06     -0.0003197548715511868     -2.738951828616648e-05    
Lambda        Linear_AB11_off|CfA34_FLWO|CfA4_KC_B_2     4422.428230029072     All      -0.00031587720744923173    0.00011861163956669757     -0.0005558489889935309     0.0001167223242748585     
Lambda        Linear_AB11_off|LOSS|LOSS_K4_I             7862.538771318608     All      7.986670780837242e-06      5.4651978244330875e-06     6.593327775989915e-05      2.120972669935515e-06     
Lambda        Linear_AB11_off|LOSS|LOSS_N2_V             5322.562109579596     All      -1.916366111691433e-07     8.364836846333891e-08      -1.5943976520664244e-06    1.8518730064945297e-08    
Lambda        Linear_AB11_off|LOSS|LOSS_N2_R             6343.423248479893     All      -4.0449356664625433e-07    2.3765118020412994e-07     2.3732074441514003e-06     3.150730184687707e-07     
Lambda        Linear_AB11_off|CfA34_FLWO|CfA4_KC_V_2     5410.378118994597     All      5.76773109374406e-05       -1.2523491800588777e-05    -0.0005856905322043247     -4.900338946254785e-05    
Lambda        Linear_AB11_off|CfA34_FLWO|CfA4_KC_i'_2    7607.39749605221      All      -5.3177235289374616e-05    8.207985270301946e-06      -4.7252801624532685e-05    1.7886510337822665e-05    
Lambda        Linear_AB11_off|LOSS|LOSS_K4_B             4438.647874416634     All      -0.0002221683080825091     8.753119265821838e-05      -0.0003274420500702364     8.626708139449678e-05     
Lambda        Linear_AB11_off|LOSS|LOSS_K4_R             6345.758337025464     All      -0.0001720170477791106     -6.422793423835129e-06     -0.00024259256976983518    4.311370433120783e-05     
MWEBV         All|All|All                                All                   All      -0.8496106165757817        -4.107868549336979         0.021365439190279386       -1.0603683607791954       
Redshift      All|All|All                                All                   All      4.50732344008996           -0.3388005075151579        -1.3921606602770078        -1.6406677387827584       
