#Format:      
#Parameter    MagSys|Instrument|Band                     RestLamb              Phase    dmu/dP                     dmB/dP                     ds/dP                      dc/dP                      
Zeropoint     Linear_AB11_off|LOSS|LOSS_N2_I             8196.865332945488     All      0.0003639633572019795      -0.00044950792008613405    -0.006082516992567122      -0.0005364091548110128     
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA4_KC_r'_2    6208.564095008497     All      0.6145079956560051         -0.09092486815571732       -0.07943142879676124       -0.23332735164719176       
Zeropoint     Linear_AB11_off|LOSS|LOSS_K4_V             5368.1341656419945    All      0.2574935213005025         0.2732372570068087         0.20651493536685273        0.014344065749695434       
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA4_KC_B_2     4422.428230029072     All      -0.5352618582966834        0.3737172022221458         -0.05929793667176497       0.29343818996573207        
Zeropoint     Linear_AB11_off|LOSS|LOSS_K4_I             7862.538771318608     All      0.1968721539934278         -0.03895732998011603       0.08778582127635381        -0.07289994347188383       
Zeropoint     Linear_AB11_off|LOSS|LOSS_N2_V             5322.562109579596     All      -0.010825766073720544      0.004649095265962799       -0.07407190269803632       0.001735182628681553       
Zeropoint     Linear_AB11_off|LOSS|LOSS_N2_R             6343.423248479893     All      0.00765914797043055        -0.0049699131768221605     -0.06828965850305124       -0.007161154515365059      
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA4_KC_V_2     5410.378118994597     All      0.2676881565664177         0.18207682943818249        -0.022174342179326345      -0.028875964823062844      
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA4_KC_i'_2    7607.39749605221      All      0.16871895215204696        -0.040192006875106046      0.03582187729418429        -0.06645060646184031       
Zeropoint     Linear_AB11_off|LOSS|LOSS_K4_B             4438.647874416634     All      -0.579693705671519         0.4040571241221702         -0.13053797810302914       0.31461469928129454        
Zeropoint     Linear_AB11_off|LOSS|LOSS_K4_R             6345.758337025464     All      0.5763311982895268         -0.06014442542432441       0.08481685417671692        -0.20353606341747266       
Check         All|All|All                                All                   All      0.9638537592436365         1.0020994565230978         -0.024946275830428633      0.011344644133776116       
Lambda        Linear_AB11_off|LOSS|LOSS_N2_I             8196.865332945488     All      -1.8108109931113387e-06    3.565607636094179e-07      1.8865394090703637e-07     7.14403044503264e-07       
Lambda        Linear_AB11_off|CfA34_FLWO|CfA4_KC_r'_2    6208.564095008497     All      -0.0002085015572669487     1.3316360170646294e-05     -0.00018164387872352469    6.414746125487691e-05      
Lambda        Linear_AB11_off|LOSS|LOSS_K4_V             5368.1341656419945    All      -1.990692150478899e-06     -2.499693598943655e-06     -0.0003935262370006638     -1.7727067074122377e-05    
Lambda        Linear_AB11_off|CfA34_FLWO|CfA4_KC_B_2     4422.428230029072     All      -0.0002114101122471071     4.637633407246901e-05      -0.0005217303934906386     6.0687095247999555e-05     
Lambda        Linear_AB11_off|LOSS|LOSS_K4_I             7862.538771318608     All      1.8756455702818828e-05     5.025078666861778e-06      9.616305177425652e-05      -1.814459097341718e-07     
Lambda        Linear_AB11_off|LOSS|LOSS_N2_V             5322.562109579596     All      -3.6012116252835177e-06    8.843239246674898e-07      -4.396428160110154e-07     1.4414672586832243e-06     
Lambda        Linear_AB11_off|LOSS|LOSS_N2_R             6343.423248479893     All      -2.340303401627799e-06     8.090084387532394e-07      6.476272476470457e-06      1.3148407718754044e-06     
Lambda        Linear_AB11_off|CfA34_FLWO|CfA4_KC_V_2     5410.378118994597     All      -5.179451945721235e-05     8.199073122563984e-06      -0.0005978125834321741     -7.1357431108897455e-06    
Lambda        Linear_AB11_off|CfA34_FLWO|CfA4_KC_i'_2    7607.39749605221      All      -4.380372142735469e-05     6.51274799397935e-06       -3.892992900591933e-05     1.465246552036583e-05      
Lambda        Linear_AB11_off|LOSS|LOSS_K4_B             4438.647874416634     All      -0.00013215607738421213    1.7193956691146716e-05     -0.0004175455368175992     3.001507997763771e-05      
Lambda        Linear_AB11_off|LOSS|LOSS_K4_R             6345.758337025464     All      -0.00021462922307211073    -2.7311581071256453e-05    -0.00039563074909817764    4.3360335301108776e-05     
MWEBV         All|All|All                                All                   All      -0.8633739013213257        -4.099817114970117         0.03166705574129125        -1.0528028752482848        
Redshift      All|All|All                                All                   All      4.123486936683813          0.21147509929488884        -2.662487205431874         -1.3930855324212024        
