#Date  :
#Mag  :
#Magerr  :
#end  :
@INSTRUMENT  LOSS
@BAND  LOSS_K4_B
@MAGSYS  Linear_AB11_off
55064.52  17.354  0.062
55065.47  16.559  0.043
55067.53  15.223  0.046
55068.51  14.836  0.039
55069.5  14.549  0.03
55070.42  14.267  0.051
55071.44  14.153  0.273
55072.46  14.01  0.03
55073.5  13.895  0.032
55074.44  13.804  0.035
55075.53  13.746  0.04
55076.51  13.689  0.034
55077.44  13.64  0.053
55080.51  13.608  0.08
55084.49  13.723  0.054
55085.43  13.763  0.046
55087.44  13.859  0.046
55089.48  13.96  0.115
55090.43  14.11  0.04
55092.47  14.271  0.035
55093.49  14.325  0.041
55094.37  14.405  0.035
55095.46  14.531  0.041
55096.53  14.632  0.042
55097.4  14.653  0.137
55098.44  14.803  0.037
55099.45  14.934  0.039
55100.44  15.011  0.091
55101.48  15.09  0.035
55102.47  15.203  0.036
55104.46  15.337  0.036
55106.38  15.47  0.06
55112.41  16.012  0.097
55114.4  16.101  0.04
55116.46  16.202  0.22
55120.43  16.31  0.049
55123.4  16.147  0.182
55129.31  16.395  0.079
55132.37  16.54  0.075
55133.36  16.568  0.056
55139.42  16.642  0.144
55148.4  16.767  0.055
55154.33  16.865  0.05
55159.27  16.929  0.057
55168.32  17.134  0.065
55173.34  17.166  0.072
55182.27  17.309  0.049
55188.22  17.373  0.064
55201.22  17.628  0.069
55207.18  17.581  0.151
55229.11  17.83  0.261
55242.13  18.325  0.151
