#Date  :
#Mag  :
#Magerr  :
#end  :
@INSTRUMENT  LOSS
@BAND  LOSS_K4_V
@MAGSYS  Linear_AB11_off
57960.49  13.562  0.036
57961.49  13.649  0.042
57962.48  13.547  0.036
57963.48  13.528  0.05
57964.49  13.667  0.063
57965.51  13.565  0.094
57966.5  13.637  0.053
57970.48  13.908  0.038
57972.49  14.071  0.079
57973.45  14.003  0.061
57974.5  14.177  0.051
57975.47  14.247  0.077
57979.52  14.353  0.1
57980.52  14.414  0.062
57981.52  14.427  0.051
57982.53  14.486  0.132
57987.53  14.596  0.153
57990.53  14.813  0.172
57993.53  15.061  0.089
57995.53  15.275  0.102
57996.54  15.156  0.125
57998.5  15.372  0.061
58002.34  15.682  0.122
58003.37  15.683  0.197
58009.53  15.654  0.07
58010.52  15.634  0.1
58012.51  15.856  0.061
58013.5  15.802  0.044
58014.5  15.78  0.049
58016.48  15.969  0.044
58018.51  15.93  0.059
58019.49  15.887  0.05
58020.51  15.963  0.056
58022.49  16.036  0.052
58023.47  16.034  0.047
58024.46  16.065  0.046
58025.46  16.12  0.064
58026.47  16.082  0.046
58027.49  15.988  0.119
58028.41  16.056  0.066
58029.36  16.233  0.06
58030.31  16.297  0.067
58038.43  16.6  0.105
58040.39  16.48  0.037
58042.45  16.409  0.075
58043.44  16.457  0.061
58044.44  16.735  0.162
58045.42  16.635  0.033
58047.43  16.701  0.062
58048.41  16.596  0.051
58050.41  16.604  0.048
58051.42  16.705  0.046
58052.42  16.687  0.046
58055.4  16.764  0.036
58056.37  16.797  0.043
58064.39  16.986  0.094
58067.38  17.098  0.088
58068.37  17.101  0.045
58069.37  17.159  0.046
58070.35  17.04  0.044
58078.32  17.21  0.093
58079.32  17.172  0.049
58080.32  17.258  0.112
58085.33  17.149  0.206
58093.29  17.52  0.085
58095.3  17.419  0.168
58096.27  17.709  0.076
58097.29  17.708  0.046
58098.24  17.556  0.065
58099.23  17.625  0.05
58100.18  17.64  0.043
58102.2  17.733  0.041
58105.19  17.67  0.095
58125.13  17.913  0.117
58134.11  18.343  0.122
58146.14  18.326  0.185
58154.12  18.649  0.182
58158.13  18.692  0.152
