#Date  :
#Mag  :
#Magerr  :
#end  :
@INSTRUMENT  LCOGT
@BAND  LCOGT_g
@MAGSYS  Linear_AB11_off
57253.32912  16.682  0.035
57253.33159  16.668  0.034
57254.56178  16.284  0.032
57255.98155  15.877  0.036
57262.67641  14.904  0.032
57265.59721  14.754  0.033
57268.32113  14.709  0.04
57268.32361  14.712  0.037
57270.00041  14.731  0.037
57270.00306  14.728  0.029
57270.02393  14.697  0.028
57270.02678  14.704  0.027
57274.07152  14.825  0.039
57274.07426  14.835  0.037
57278.32553  15.064  0.031
57278.32809  15.075  0.034
57278.58756  15.138  0.072
57278.65143  15.139  0.049
57278.68007  15.11  0.029
57278.68262  15.092  0.026
57281.82405  15.335  0.029
57281.82656  15.334  0.032
57285.58189  15.648  0.033
57285.58443  15.641  0.031
57289.54355  15.996  0.032
57289.54601  15.971  0.037
57297.22464  16.548  0.033
57297.22709  16.563  0.03
57301.57587  16.977  0.031
57301.57832  16.942  0.042
57308.98446  17.23  0.038
57308.98692  17.271  0.033
57313.21884  17.358  0.034
57317.17076  17.296  0.052
57317.17322  17.17  0.052
57327.16447  17.56  0.035
57327.16925  17.496  0.032
57335.43523  17.73  0.038
57335.44  17.712  0.038
57337.44281  17.762  0.032
57337.44758  17.729  0.034
57339.12624  17.755  0.035
57339.13102  17.77  0.035
57347.10539  17.89  0.037
57354.4663  17.964  0.037
57356.45616  18.012  0.032
57356.46093  18.014  0.032
57361.06955  18.071  0.04
57370.05418  18.232  0.044
57370.05896  18.17  0.038
57380.42961  18.345  0.055
