#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb              Phase    dmu/dP                    dmB/dP                     ds/dP                     dc/dP                     
Zeropoint     AB|MEGACAMPSF|z           5253.438289829318     All      0.7175955568018778        0.08539879975586473        -0.32156918209300667      -0.2202774381083893       
Zeropoint     AB|MEGACAMPSF|i           4555.969055702266     All      2.4772673447152775        0.7130318824664528         1.26042037976819          -0.5184227590295059       
Zeropoint     AB|MEGACAMPSF|r           3726.5934042204076    All      -2.191332114836047        0.200655065298605          -0.9385791210061112       0.7372644431781157        
Check         All|All|All               All                   All      1.0035307866811083        0.9990857475209225         0.00027207666907225203    -0.0014357539597794622    
Lambda        AB|MEGACAMPSF|z           5253.438289829318     All      0.00038294466836749256    4.0559102300469266e-05     2.7263026923211e-05       -0.0001103096193415451    
Lambda        AB|MEGACAMPSF|i           4555.969055702266     All      -0.0006607098283595786    -0.00024790957122584325    -0.00196470533817511      4.6786848796008206e-05    
Lambda        AB|MEGACAMPSF|r           3726.5934042204076    All      -0.0037679299082047034    0.00032672009702777727     -0.0016877630142680816    0.001258445104976467      
MWEBV         All|All|All               All                   All      -0.16036543724668006      -1.9811643851564753        -0.01654816607216114      -0.593832588489147        
Redshift      All|All|All               All                   All      11.174829234397563        0.896769028339861          3.581376523701363         -3.188081961664696        
