#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb              Phase    dmu/dP                    dmB/dP                     ds/dP                      dc/dP                     
Zeropoint     AB|MEGACAMPSF|z           5253.438289829318     All      0.8566666367023241        0.08884093653058756        -0.46103971628765683       -0.2706801763202429       
Zeropoint     AB|MEGACAMPSF|i           4555.969055702266     All      2.3827276301320097        0.6854361671210896         0.9989200906967327         -0.5082864529594358       
Zeropoint     AB|MEGACAMPSF|r           3726.5934042204076    All      -2.237443407755685        0.22489588286411788        -0.5410559583576332        0.7779200730699698        
Check         All|All|All               All                   All      1.0019508590786488        0.999172986515795          -0.0031755839485573256     -0.0010465562097088377    
Lambda        AB|MEGACAMPSF|z           5253.438289829318     All      0.00023064524774112625    2.0375956958493368e-05     -0.00013583232702656152    -7.455319856197779e-05    
Lambda        AB|MEGACAMPSF|i           4555.969055702266     All      -0.0005178709458214794    -0.00022335583065562608    -0.0018903300227799996     1.1576515324102086e-05    
Lambda        AB|MEGACAMPSF|r           3726.5934042204076    All      -0.003833838611134423     0.00026119666679163563     -0.002325593105175754      0.0012301071734582998     
MWEBV         All|All|All               All                   All      -0.1575149869181005       -1.9795519612554102        -0.0010058167823839249     -0.5935422707610738       
Redshift      All|All|All               All                   All      11.148111176469268        0.9631489465217413         3.523778939573305          -3.160327203656672        
