#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb             Phase    dmu/dP                     dmB/dP                     ds/dP                      dc/dP                      
Zeropoint     AB|MEGACAMPSF|r           3357.907734582332    All      -1.7077791921641645        -0.09015245783601245       -0.06154862456941579       0.5241676132775708         
Zeropoint     AB|MEGACAMPSF|z           4729.887308538823    All      1.0366335665950712         0.2520989426674447         -0.21848661703837424       -0.26529879168139536       
Zeropoint     AB|MEGACAMPSF|i           4097.219773679737    All      1.6730637010119516         0.8372499367045094         0.27537903280420994        -0.2599631390271223        
Check         All|All|All               All                  All      1.0019180754428583         0.9991964215359417         -0.004656208803580086      -0.0010943174309469006     
Lambda        AB|MEGACAMPSF|r           3357.907734582332    All      -0.0026330274476951735     -0.00016724743069437294    -0.0008130086152134726     0.0007669048328066954      
Lambda        AB|MEGACAMPSF|z           4729.887308538823    All      -0.00023818181998418511    -6.007417632815517e-05     -0.00038614659682793817    4.07835699969389e-05       
Lambda        AB|MEGACAMPSF|i           4097.219773679737    All      0.0009053015196608908      0.00037801493015058235     0.00030390803945924553     -0.00015819256941511134    
MWEBV         All|All|All               All                  All      -0.5082201144616529        -1.7294683864022886        -0.02215767278417602       -0.3987895352156573        
Redshift      All|All|All               All                  All      -0.3346426626083336        -0.5292602705370797        -1.3616454720381448        -0.12415734123712441       
