#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb             Phase    dmu/dP                    dmB/dP                     ds/dP                      dc/dP                      
Zeropoint     AB|MEGACAMPSF|r           3357.907734582332    All      -1.6686981946901336       -0.0848518695844902        -0.16787946649958604       0.5084191655358958         
Zeropoint     AB|MEGACAMPSF|z           4729.887308538823    All      0.8670410365213701        0.2063371614340781         -0.2610066963879862        -0.22686051872718116       
Zeropoint     AB|MEGACAMPSF|i           4097.219773679737    All      1.8010310453848457        0.8776587778125844         0.42944515611982037        -0.2816085606462039        
Check         All|All|All               All                  All      0.9993738872160821        0.9991440696621723         0.0005589932322481728      -4.991383748920164e-05     
Lambda        AB|MEGACAMPSF|r           3357.907734582332    All      -0.0034855049128683993    -0.00019338447798539446    -0.000966238975125203      0.0010292331255019062      
Lambda        AB|MEGACAMPSF|z           4729.887308538823    All      -6.679266832141536e-05    -2.6649418894629797e-05    -0.00043549682993399317    -6.3582463433783404e-06    
Lambda        AB|MEGACAMPSF|i           4097.219773679737    All      0.0010424848569647442     0.0004954540489426927      0.00021961579885694274     -0.00016838548650770365    
MWEBV         All|All|All               All                  All      -0.4909082584431359       -1.7278668977350975        -0.03443762836206677       -0.40445491673536316       
Redshift      All|All|All               All                  All      0.16559614961252245       -0.8149539071986567        -0.481835697816467         -0.34089952684431113       
