#Format:      
#Parameter    MagSys|Instrument|Band                     RestLamb              Phase    dmu/dP                     dmB/dP                     ds/dP                      dc/dP                     
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_u              3501.6119364831375    All      -0.1764514805606185        0.09648643064306128        0.03974092234489976        0.090678311910401         
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_B              4284.7632469470755    All      -0.42529020130137807       0.31250301940692893        -0.07785564764270592       0.2368491846844483        
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA3_KC_r'_1    6101.721120373131     All      0.45956414869426276        0.2250738452596046         0.30435553853400277        -0.0627992165001628       
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_V-LC-3009      5255.210452551426     All      -0.0068312584060460785     0.10650744281317515        -0.30026373494001507       0.023518752290696793      
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA3_KC_i'_1    7433.866254128511     All      0.15619855590424764        0.07338911909533508        0.17127019801540205        -0.019330755596352597     
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA3_KC_V_1     5295.1884115285075    All      0.16817338274517962        0.09339043018918858        0.09650739288084985        -0.02005258623169857      
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_r              6058.950147013818     All      0.7699520750520649         -0.32752853089128564       -0.3362176176146239        -0.3724893874777049       
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_V-LC-3014      5234.794998749276     All      0.22362310154983933        0.2089626481556195         0.09072189306823122        -0.0007268905680365287    
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA3_KC_B_1     4281.728634959799     All      -0.14564508145310237       -0.027380466919524338      -0.1509752122813391        0.03178534542378977       
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_g              4680.702458491453     All      -0.3227736547679705        0.4088411944696446         0.10825947426078021        0.24314214892877592       
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_i              7407.994315294295     All      0.2941941094607378         -0.1738035026295215        0.0522506876416239         -0.15011051071119116      
Check         All|All|All                                All                   All      0.9947136969172165         0.9964416295922263         -0.002206105732894148      0.0004643961529652296     
Lambda        Linear_AB11_off|SWOPE|SWOPE_u              3501.6119364831375    All      -0.0004980621899898239     0.00025905463890402657     8.896697199682893e-05      0.00025058804692423977    
Lambda        Linear_AB11_off|SWOPE|SWOPE_B              4284.7632469470755    All      -0.0003212057231225874     0.00023515298891387508     -0.00038920013973442594    0.0001638561214634678     
Lambda        Linear_AB11_off|CfA34_FLWO|CfA3_KC_r'_1    6101.721120373131     All      -8.83771894075107e-05      -4.5066711148454e-05       -9.713033135264849e-05     9.773167056594093e-06     
Lambda        Linear_AB11_off|SWOPE|SWOPE_V-LC-3009      5255.210452551426     All      -6.556477763547009e-06     0.0001269393244431747      -0.0003654768238236684     2.717442258725705e-05     
Lambda        Linear_AB11_off|CfA34_FLWO|CfA3_KC_i'_1    7433.866254128511     All      -4.2783941722342936e-05    -2.8704883397955856e-05    -6.237881871024651e-05     1.8023323000271368e-06    
Lambda        Linear_AB11_off|CfA34_FLWO|CfA3_KC_V_1     5295.1884115285075    All      7.396863496568349e-05      5.1541221057197436e-05     -3.0257809035081152e-05    -8.655613598140774e-06    
Lambda        Linear_AB11_off|SWOPE|SWOPE_r              6058.950147013818     All      -0.00013578610429891666    4.744258724207777e-05      -0.0007811118703445785     2.482617762338344e-05     
Lambda        Linear_AB11_off|SWOPE|SWOPE_V-LC-3014      5234.794998749276     All      4.5278346759910495e-05     9.94975887169423e-05       -0.0007849276165280935     -1.736672361801857e-05    
Lambda        Linear_AB11_off|CfA34_FLWO|CfA3_KC_B_1     4281.728634959799     All      -0.00012132596412400586    -2.0645762856304977e-05    -0.00013380072830055506    2.6823941853591155e-05    
Lambda        Linear_AB11_off|SWOPE|SWOPE_g              4680.702458491453     All      -0.00017850959607392913    0.00012501806021943286     -0.0004928933477817765     7.68733770837976e-05      
Lambda        Linear_AB11_off|SWOPE|SWOPE_i              7407.994315294295     All      -2.345770318764499e-05     1.842505554318265e-05      -0.0003184305997769667     -5.675027487351149e-07    
MWEBV         All|All|All                                All                   All      -0.9452836209904727        -3.9231696310805475        0.05062558090978237        -0.9677362558649625       
Redshift      All|All|All                                All                   All      9.408696294373723          -1.9359429081669433        14.808747975218953         -3.034475807796635        
