#Format:      
#Parameter    MagSys|Instrument|Band                     RestLamb              Phase    dmu/dP                     dmB/dP                     ds/dP                      dc/dP                      
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_u              3501.6119364831375    All      -0.16844352608104757       0.06854455816469596        0.08789053680271497        0.08111696670609625        
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_B              4284.7632469470755    All      -0.42795336498475256       0.25874300886350454        -0.18492729646939488       0.21542714470096092        
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA3_KC_r'_1    6101.721120373131     All      0.38853397914223564        0.22159608316680846        0.10712579210832018        -0.04959663272201542       
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_V-LC-3009      5255.210452551426     All      -0.014479344713427461      0.05141119351641521        -0.3905993067727209        0.0040320629322410095      
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA3_KC_i'_1    7433.866254128511     All      0.17335388216893088        0.05142426548090384        0.3389464106244633         -0.024590865938917128      
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA3_KC_V_1     5295.1884115285075    All      0.12627770917611794        0.12332165218076341        -0.06712032348517027       -0.003958156779421129      
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_r              6058.950147013818     All      0.8249640509509355         -0.3510232605108854        -0.22796475946229577       -0.3932307763870213        
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_V-LC-3014      5234.794998749276     All      0.2792700369272557         0.29425238097111617        0.15760405299229951        0.011913387395376396       
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA3_KC_B_1     4281.728634959799     All      -0.10404281542731139       -0.04785258432740136       -0.018299900611928877      0.017486366357027938       
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_g              4680.702458491453     All      -0.40147968604967466       0.5014718462634349         0.04398466855131122        0.2960838540405991         
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_i              7407.994315294295     All      0.32064013374241207        -0.1802053841194251        0.16414232336174894        -0.15581694448250083       
Check         All|All|All                                All                   All      0.996641054851674          0.9916837596499306         0.010782197639347402       -0.0011335941775741931     
Lambda        Linear_AB11_off|SWOPE|SWOPE_u              3501.6119364831375    All      -0.0005174187769624659     0.00017717539510150388     0.0004535484376597521      0.0002464919570108651      
Lambda        Linear_AB11_off|SWOPE|SWOPE_B              4284.7632469470755    All      -0.0003494726937434448     0.00017447947587468922     -0.0004402408921666857     0.00015102253009488536     
Lambda        Linear_AB11_off|CfA34_FLWO|CfA3_KC_r'_1    6101.721120373131     All      -6.534046509121872e-05     -3.103721441327789e-05     -0.00010422303160331383    6.522702067845874e-06      
Lambda        Linear_AB11_off|SWOPE|SWOPE_V-LC-3009      5255.210452551426     All      -1.9074427053718788e-05    6.887023492447998e-05      -0.0005317963186041321     4.914842452583934e-06      
Lambda        Linear_AB11_off|CfA34_FLWO|CfA3_KC_i'_1    7433.866254128511     All      -5.78035427481236e-05      -1.9465864096169523e-05    -0.0001370571888100689     6.3716103534119366e-06     
Lambda        Linear_AB11_off|CfA34_FLWO|CfA3_KC_V_1     5295.1884115285075    All      7.633976329066677e-05      7.772242134333584e-05      -0.000153553672312515      -6.402017932946413e-06     
Lambda        Linear_AB11_off|SWOPE|SWOPE_r              6058.950147013818     All      -0.0001307023307640633     4.071229582558035e-05      -0.0013244959466954687     -3.270787657210286e-06     
Lambda        Linear_AB11_off|SWOPE|SWOPE_V-LC-3014      5234.794998749276     All      3.837667201721444e-06      0.0001545410368195413      -0.0011614225455471483     -2.7399085088402226e-06    
Lambda        Linear_AB11_off|CfA34_FLWO|CfA3_KC_B_1     4281.728634959799     All      -9.214529113497781e-05     -4.046612865354143e-05     -2.6861170757946417e-05    1.5634912732116524e-05     
Lambda        Linear_AB11_off|SWOPE|SWOPE_g              4680.702458491453     All      -0.0002470821971699708     0.00010904848963691366     -0.0006197866454501147     8.834524963525043e-05      
Lambda        Linear_AB11_off|SWOPE|SWOPE_i              7407.994315294295     All      -7.584336791950126e-05     5.477702106260114e-05      -0.0006400452873194759     1.3985076423235896e-05     
MWEBV         All|All|All                                All                   All      -0.9212331738638908        -3.9444647185485238        0.08867189859349534        -0.9808089558883792        
Redshift      All|All|All                                All                   All      9.937493301587805          -1.7864798566287199        19.260862374942555         -2.959359939038891         
