#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb             Phase    dmu/dP                     dmB/dP                     ds/dP                      dc/dP                     
Zeropoint     AB|DECam|DECam_i          5813.372744539089    All      1.0122169598914388         0.10775189161957854        -0.33319727865605686       -0.30948309297971993      
Zeropoint     AB|DECam|DECam_z          6812.417858196436    All      0.8535581139496924         -0.033322494238774425      0.5655638487059632         -0.26364767456539084      
Zeropoint     AB|DECam|DECam_g          3600.371236368896    All      -0.44715798611694035       0.2830317184651321         0.17872933777109767        0.24582267878068823       
Zeropoint     AB|DECam|DECam_r          4785.160841652287    All      -0.42722791876133515       0.6438681815572167         -0.404626151537818         0.33083463112634226       
Check         All|All|All               All                  All      0.9913891689628557         1.001329297403153          0.006469756283186023       0.003526542361919738      
Lambda        AB|DECam|DECam_i          5813.372744539089    All      -0.00024873064147675795    -1.1828019444904372e-05    0.00025575524280968635     8.858015970579173e-05     
Lambda        AB|DECam|DECam_z          6812.417858196436    All      -0.0006601751753976129     -4.448184802756228e-06     -0.0007683751094778352     0.00017930280149719652    
Lambda        AB|DECam|DECam_g          3600.371236368896    All      -0.0008533025750433727     0.0004457672438257672      -0.00016393947453271658    0.0004158339123316475     
Lambda        AB|DECam|DECam_r          4785.160841652287    All      -0.00020984780201906768    3.191124993357646e-05      -0.0010362208119365818     3.250710121085747e-05     
MWEBV         All|All|All               All                  All      -0.44108594942869406       -2.724656025758776         0.07304818078552576        -0.7405740962744186       
Redshift      All|All|All               All                  All      6.121218074015086          0.42224687598295674        7.807991405358478          -1.5079076141687353       
