#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb              Phase    dmu/dP                     dmB/dP                     ds/dP                     dc/dP                      
Zeropoint     AB|DECam|DECam_z          6920.527076613964     All      0.7635483500460114         -0.05353504275493748       0.47923082984668314       -0.2447650713719718        
Zeropoint     AB|DECam|DECam_i          5905.62768204644      All      1.0856570880562535         0.04875185793942194        -0.3086651319282133       -0.3515284538081423        
Zeropoint     AB|DECam|DECam_g          3657.5070915790216    All      -0.48217493294371155       0.2896429680426138         0.055430726650458575      0.25388010115226           
Zeropoint     AB|DECam|DECam_r          4861.098637800649     All      -0.37614036959997676       0.7165684239222259         -0.22158914544705283      0.3460426972625265         
Check         All|All|All               All                   All      0.9908901355585766         1.0014282071493241         0.004407279121875551      0.003629273234672492       
Lambda        AB|DECam|DECam_z          6920.527076613964     All      -0.000610605465604523      1.2255311854632394e-05     -0.0007344345818600792    0.0001701118044769787      
Lambda        AB|DECam|DECam_i          5905.62768204644      All      -0.00018281389700075342    1.4435020472189472e-06     9.125615650576613e-05     6.409103989878253e-05      
Lambda        AB|DECam|DECam_g          3657.5070915790216    All      -0.000868129954199745      0.0004349623426034325      -0.0004594316517070787    0.0004039577070095465      
Lambda        AB|DECam|DECam_r          4861.098637800649     All      -0.00023922818683710982    -1.2789731014818354e-05    -0.0017001952396226202    -2.1134501648232925e-06    
MWEBV         All|All|All               All                   All      -0.44983124811707986       -2.7957006545278773        0.06317733500208757       -0.7613075281809484        
Redshift      All|All|All               All                   All      6.879243472844022          -0.08762716805499338       7.125291017773011         -1.951369958131633         
