#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb             Phase    dmu/dP                     dmB/dP                     ds/dP                     dc/dP                     
Zeropoint     AB|DECam|DECam_i          5456.652234919352    All      0.6309498628425988         0.19850443646998173        -0.05544784985181961      -0.14333608527762748      
Zeropoint     AB|DECam|DECam_r          4491.533529409134    All      -0.07718956661902682       0.4508190944690682         -0.3293429255223357       0.15729272973665637       
Zeropoint     AB|DECam|DECam_g          3379.445051399213    All      -0.5481823608756452        0.2141938864632209         -0.16800265705466666      0.24083383821575793       
Zeropoint     AB|DECam|DECam_z          6394.393885382854    All      0.9952985172387789         0.1345326035764316         0.5859791112057144        -0.2542302200088484       
Check         All|All|All               All                  All      1.0008764525867058         0.9980500209787024         0.03318567877689249       0.0005602626659384491     
Lambda        AB|DECam|DECam_i          5456.652234919352    All      2.388652528602001e-05      9.221012819747229e-06      -0.0007445285018611477    -3.800192743363194e-05    
Lambda        AB|DECam|DECam_r          4491.533529409134    All      -0.00019367184242317245    -0.00021384198313642238    -0.001510002949615972     -7.39545748568854e-05     
Lambda        AB|DECam|DECam_g          3379.445051399213    All      -0.0007423838362036641     0.0002047400318053421      -0.0010079630082695653    0.0002635286436078423     
Lambda        AB|DECam|DECam_z          6394.393885382854    All      -0.00038095857687455337    -7.213935568004733e-05     -0.0006238765694503727    7.275183426052279e-05     
MWEBV         All|All|All               All                  All      -0.4860220139749303        -2.4376539421361088        0.21893620735149444       -0.6259406083889328       
Redshift      All|All|All               All                  All      3.760793038024357          1.2514257908296855         -0.7940330153376696       -0.8528175147543754       
