#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb              Phase    dmu/dP                     dmB/dP                     ds/dP                     dc/dP                     
Zeropoint     AB|SDSS|SDSS_r            4974.938818534214     All      0.7668513408694404         0.3869522696435368         0.468031766442424         -0.10285951766230995      
Zeropoint     AB|SDSS|SDSS_i            6032.982848221642     All      1.2126643550219258         0.09884202604801828        -0.3824304939337589       -0.37987469271753505      
Zeropoint     AB|SDSS|SDSS_z            7172.713705213838     All      0.09549993276574387        0.008839010038386164       0.20777265375277784       -0.018956374320269427     
Zeropoint     AB|SDSS|SDSS_g            3807.2509341171626    All      -1.077334608998404         0.5042110944840417         -0.2899169024134314       0.502223807117852         
Check         All|All|All               All                   All      0.9976810196587061         0.9988444002139829         0.003457023848011609      0.0005332224177375666     
Lambda        AB|SDSS|SDSS_r            4974.938818534214     All      -0.0002697351929678772     -9.560029949546134e-05     -0.0019607831951888857    -3.077928477800051e-05    
Lambda        AB|SDSS|SDSS_i            6032.982848221642     All      -0.00019935423371360752    -2.4625697607750343e-05    -0.0002514324986188728    4.569455498210801e-05     
Lambda        AB|SDSS|SDSS_z            7172.713705213838     All      -3.264717596310478e-05     -2.7774571397806977e-06    -6.736154464874914e-05    6.723513748027835e-06     
Lambda        AB|SDSS|SDSS_g            3807.2509341171626    All      -0.0014493527830900152     0.0005741710242832742      -0.0012518789872746521    0.0006032626664875121     
MWEBV         All|All|All               All                   All      -0.5589860832395055        -3.064637462481734         0.08375596341358496       -0.8124354437311295       
Redshift      All|All|All               All                   All      5.222733473086475          0.6192840008274914         9.961486925398265         -1.0549595320779872       
