#Date  :
#Mag  :
#Magerr  :
#end  :
@INSTRUMENT  LCOGT
@BAND  LCOGT_g
@MAGSYS  Linear_AB11_off
58443.2045  16.881  0.031
58443.20731  17.095  0.032
58444.18316  16.819  0.03
58444.18598  16.831  0.029
58449.33545  16.284  0.03
58449.33825  16.298  0.029
58450.40207  16.285  0.03
58450.40487  16.28  0.03
58453.32549  16.461  0.031
58453.32831  16.469  0.029
58455.37843  16.741  0.03
58455.38123  16.724  0.03
58457.06223  17.007  0.034
58457.06503  17.001  0.042
58465.15923  17.99  0.034
58465.16202  18.01  0.032
58523.19071  19.642  0.045
58523.19449  19.768  0.046
