#Format:      
#Parameter    MagSys|Instrument|Band                 RestLamb             Phase    dmu/dP                    dmB/dP                   ds/dP                     dc/dP                     
Zeropoint     Linear_AB11_off|MOSAICII|MOSAICII_R    4908.472812391702    All      -2.2047572924121          1.558909688215948        -0.4661892461798822       1.205146271629122         
Zeropoint     Linear_AB11_off|MOSAICII|MOSAICII_I    5877.901046110545    All      3.2025976139708336        -0.556321764850054       0.4632966367461022        -1.2037289054028246       
Check         All|All|All                            All                  All      0.9978403215587335        1.002587923365894        -0.0028926094337800023    0.0014173662262972897     
Lambda        Linear_AB11_off|MOSAICII|MOSAICII_R    4908.472812391702    All      -0.0003618813909954646    3.414594649064507e-05    -0.001733396741436908     5.164559736457761e-05     
Lambda        Linear_AB11_off|MOSAICII|MOSAICII_I    5877.901046110545    All      -0.0003176028221653983    5.137688389804048e-05    -5.695452874448788e-05    0.00011764721030144754    
MWEBV         All|All|All                            All                  All      -0.3965171543346613       -2.754878513353276       -0.01842064001157384      -0.769017910977264        
Redshift      All|All|All                            All                  All      1.073950297480568         1.0529526593181515       -0.09916421329486669      -0.011264864945867425     
