#Format:      
#Parameter    MagSys|Instrument|Band                 RestLamb             Phase    dmu/dP                    dmB/dP                    ds/dP                     dc/dP                     
Zeropoint     Linear_AB11_off|MOSAICII|MOSAICII_R    4908.472812391702    All      -2.19478238538483         1.5515501722141778        -0.42683940796476927      1.2012558823152555        
Zeropoint     Linear_AB11_off|MOSAICII|MOSAICII_I    5877.901046110545    All      3.1919693126866235        -0.5486525641757112       0.42505647074344216       -1.1994752900229588       
Check         All|All|All                            All                  All      0.9971869273017941        1.0028976080384666        -0.0017829372213271077    0.0017805922922966566     
Lambda        Linear_AB11_off|MOSAICII|MOSAICII_R    4908.472812391702    All      -0.0002981099972583021    -3.035945101570528e-05    -0.0018457989644422555    4.845631307494396e-06     
Lambda        Linear_AB11_off|MOSAICII|MOSAICII_I    5877.901046110545    All      -0.0004363063014965304    7.390035431221949e-05     -5.017480002091253e-05    0.00016395202221690063    
MWEBV         All|All|All                            All                  All      -0.39499960256258326      -2.7555485492984033       -0.019845698253759127     -0.7697940740705489       
Redshift      All|All|All                            All                  All      0.5885684022634377        1.449458262894865         0.8780032450621411        0.31960140234688617       
