#Date  :
#Mag  :
#Magerr  :
#end  :
@INSTRUMENT  LOSS
@BAND  LOSS_K4_I
@MAGSYS  Linear_AB11_off
57209.45  17.646  0.098
57237.36  16.398  0.178
57238.38  16.522  0.08
57240.37  16.5  0.136
57242.38  16.282  0.231
57243.34  16.292  0.343
57244.32  16.257  0.391
57245.4  16.347  0.118
57246.37  16.364  0.32
57247.33  16.24  0.038
57249.33  16.23  0.088
57250.33  16.248  0.114
57251.32  16.177  0.68
57252.33  16.194  0.214
57253.32  16.171  0.037
57254.31  16.292  0.184
57255.32  16.294  0.211
57256.34  16.43  0.279
57257.32  16.484  0.226
57258.3  16.424  0.289
57259.3  16.567  0.147
57260.3  16.672  0.051
57261.27  16.743  0.062
57262.28  16.799  0.194
57263.28  16.703  0.351
57264.31  16.924  0.297
57265.31  16.903  0.128
57266.32  16.986  0.086
57267.3  17.096  0.25
57268.3  16.951  0.743
57270.28  17.213  0.398
57271.28  17.168  0.322
57272.27  17.256  0.158
57274.26  17.426  0.125
57276.27  17.57  0.331
57285.3  17.731  0.242
57287.25  17.692  0.377
57288.23  18.135  0.255
57289.21  18.057  0.212
57290.2  18.307  0.325
57291.25  17.975  0.228
57292.23  18.154  0.252
57294.27  18.2  0.56
57297.3  18.165  0.422
57298.2  18.036  0.44
57306.16  18.334  0.774
57307.21  18.589  0.88
57308.17  18.779  0.262
57312.16  18.335  0.296
57315.22  18.768  0.418
57318.14  18.473  0.48
57325.19  19.078  0.361
57326.16  18.869  0.212
57330.2  18.875  0.444
57333.12  19.132  0.355
57334.16  19.052  0.474
57338.11  18.766  0.473
57339.12  19.145  0.615
57340.12  18.908  0.952
57341.12  19.18  0.471
57345.09  19.079  0.468
57346.09  18.895  1.367
57350.1  18.974  0.89
