#Format:        
#Parameter MagSys|Instrument|Band RestLamb Phase dmu/dP dmB/dP ds/dP dc/dP
Zeropoint Linear_AB11_off|LCOGT|LCOGT_i 6828.221599973261 All 0.34329056648602974 -0.02737227197225245 0.595799160441285 -0.0941493008071095
Zeropoint Linear_AB11_off|LCOGT|LCOGT_g 4268.629798725437 All -0.07107972952569781 -0.048049615687512315 -0.779453378787044 -0.02728175865004545
Zeropoint Linear_AB11_off|LCOGT|LCOGT_V 4968.311697104235 All 0.03762718947995858 0.056030329981055615 0.05526285484435914 0.008460635705138192
Zeropoint Linear_AB11_off|LCOGT|LCOGT_r 5626.991433143975 All 0.03720050406283981 -0.06997876257544888 -0.8046096898073346 -0.07081784825468845
Zeropoint Linear_AB11_off|LCOGT|LCOGT_B 3964.549188098852 All -0.11323596731837339 0.04397010940529 -0.05148183607482262 0.0489097932187012
Check All|All|All All All 0.23380256318475698 -0.04540021084886803 -0.9844828893835571 -0.13487847878800402
