#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb              Phase    dmu/dP                    dmB/dP                     ds/dP                     dc/dP                     
Zeropoint     AB|MEGACAMPSF|r           3415.4271297842574    All      -1.8003343059131893       -0.06833869093370026       0.28280088398489056       0.576788057356814         
Zeropoint     AB|MEGACAMPSF|i           4176.287032090563     All      2.3625002748043027        1.010349774547592          0.4593898698096677        -0.4199394423755005       
Zeropoint     AB|MEGACAMPSF|z           4811.4026040746585    All      0.4448038021571862        0.05908444082827202        -0.7240938417262921       -0.15795446828840917      
Check         All|All|All               All                   All      1.0069697710482997        1.0010955244421638         0.018096912068266136      -0.0011058533070956444    
Lambda        AB|MEGACAMPSF|r           3415.4271297842574    All      -0.0030872005539445036    -0.00029064479767753324    -0.0038555656987321377    0.0007388740246060807     
Lambda        AB|MEGACAMPSF|i           4176.287032090563     All      7.480877822728702e-05     0.00010203357303496825     6.602469415815616e-05     1.1814390197833424e-05    
Lambda        AB|MEGACAMPSF|z           4811.4026040746585    All      -0.0001739631148149561    -3.605621356133279e-05     -8.447635224508325e-05    4.1151023125748176e-05    
MWEBV         All|All|All               All                   All      -0.49226014001699947      -1.7654437009941404        0.056121975967382554      -0.4122133062767458       
Redshift      All|All|All               All                   All      0.36977976034905935       -0.8275546033784664        -4.1090653049117964       -0.5733799057004697       
