#Date  :
#Mag  :
#Magerr  :
#end  :
@INSTRUMENT  LCOGT
@BAND  LCOGT_g
@MAGSYS  Linear_AB11_off
56517.30492  19.249  0.034
56517.30128  19.331  0.044
56518.34138  19.482  0.028
56518.33773  19.555  0.034
56519.30331  19.456  0.031
56519.30696  19.422  0.03
56520.29462  19.104  0.045
56520.29827  19.398  0.032
56521.29196  19.428  0.037
56521.2956  19.412  0.036
56526.34685  19.566  0.051
56526.3505  19.63  0.048
56526.36471  19.465  0.06
56526.36835  19.714  0.059
56526.33371  19.634  0.063
56526.31724  19.604  0.054
56526.31359  19.61  0.053
56526.33007  19.572  0.051
56528.80005  19.591  0.042
56528.80373  19.476  0.054
56531.35089  19.873  0.048
56531.35455  19.908  0.053
56533.3494  19.935  0.049
56533.34576  19.955  0.05
56535.35623  19.708  0.111
56538.14289  20.843  0.146
56538.13808  20.029  0.117
56541.06606  19.931  0.055
56544.60244  20.48  0.104
56544.59763  20.435  0.082
56547.32897  20.719  0.079
56547.33378  21.167  0.108
56547.35642  21.022  0.085
56547.35162  20.963  0.083
56553.08318  20.742  0.186
56553.10029  20.11  0.146
56559.05398  21.335  0.283
56559.04918  20.563  0.159
56563.31376  21.474  0.125
56572.01378  20.772  0.287
56575.29604  20.861  0.083
56575.30085  20.884  0.102
