#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb             Phase    dmu/dP                     dmB/dP                     ds/dP                      dc/dP                     
Zeropoint     AB|SDSS|SDSS_u            3196.148029587537    All      -0.1820154733805194        0.12205677265164638        0.8142874187952565         0.13538424182642214       
Zeropoint     AB|SDSS|SDSS_r            5491.760519168346    All      0.5651699934528742         0.27680560861469417        -3.1311316786761356        -0.23365779309993837      
Zeropoint     AB|SDSS|SDSS_i            6659.719491474095    All      0.9205813354053558         0.05442787224811951        2.3014566504410805         -0.17943123845172906      
Zeropoint     AB|SDSS|SDSS_g            4202.767336284911    All      -0.48897375351947286       0.5395115440079756         -0.3395332813514118        0.31985968663918735       
Zeropoint     AB|SDSS|SDSS_z            7917.851330118857    All      0.15673790284627379        0.005992050654146652       0.21351545771723934        -0.03957466921331119      
Check         All|All|All               All                  All      0.9715000048045115         0.9987938481765823         -0.14140543307397113       0.002580227700630898      
Lambda        AB|SDSS|SDSS_u            3196.148029587537    All      -0.00015554721360955777    8.931931002805573e-05      0.00025375092734073904     9.108482106947712e-05     
Lambda        AB|SDSS|SDSS_r            5491.760519168346    All      8.778026638588594e-05      4.41702556846492e-05       -0.000481006785863729      -3.567033888096665e-05    
Lambda        AB|SDSS|SDSS_i            6659.719491474095    All      -0.00022528245465635056    -1.3633532778462874e-05    -0.00044720609392255426    4.8984262869868976e-05    
Lambda        AB|SDSS|SDSS_g            4202.767336284911    All      -0.0002841181193476372     0.0002336378953025504      -0.000969403987011456      0.0001253901200096476     
Lambda        AB|SDSS|SDSS_z            7917.851330118857    All      -1.3171694170713166e-05    2.184733719566513e-06      -4.8779294518978624e-05    2.825297896149709e-06     
MWEBV         All|All|All               All                  All      -0.9025466023300415        -3.389876413286075         0.5979397194803671         -0.7835218467059359       
Redshift      All|All|All               All                  All      1.1707014607606303         -0.5790279960727673        -4.085648537470599         -0.7522681780022378       
