#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb              Phase    dmu/dP                     dmB/dP                     ds/dP                     dc/dP                     
Zeropoint     AB|DECam|DECam_z          6118.040426240643     All      0.8930253246546724         0.08688674177665945        0.10658956329672176       -0.2578292549532124       
Zeropoint     AB|DECam|DECam_r          4297.418051076957     All      -0.562316839595073         0.4097767186374668         -1.2204265855823682       0.26218081954650013       
Zeropoint     AB|DECam|DECam_i          5220.826174234672     All      0.9572915743816579         0.3997683244362449         1.0913437145386506        -0.13290200685785597      
Zeropoint     AB|DECam|DECam_g          3233.3919075554973    All      -0.29670061482589616       0.1022802514848209         0.023164287829002816      0.13099491001410113       
Check         All|All|All               All                   All      0.991299444615361          0.998712036335192          0.0006709800820070555     0.002444467749532886      
Lambda        AB|DECam|DECam_z          6118.040426240643     All      -3.5630705650477107e-05    -1.5197200115739884e-05    3.78474174083626e-05      8.344821407062834e-06     
Lambda        AB|DECam|DECam_r          4297.418051076957     All      -0.0003663219726456762     -1.5823143127849318e-06    -0.001521520513615754     5.090923386564592e-05     
Lambda        AB|DECam|DECam_i          5220.826174234672     All      9.423227051030724e-05      7.696991486730091e-05      -0.0007637165126837914    -3.97040774855654e-05     
Lambda        AB|DECam|DECam_g          3233.3919075554973    All      -0.0011205256548052346     0.00015025354156099696     -0.0021796427492365637    0.00031666714648886723    
MWEBV         All|All|All               All                   All      -0.4313293627709822        -2.2904384769017128        0.1532550608186356        -0.5987339318562143       
Redshift      All|All|All               All                   All      4.695643623571868          0.4985560900253816         2.5122164553594173        -1.2550208075447058       
