#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb              Phase    dmu/dP                     dmB/dP                    ds/dP                     dc/dP                     
Zeropoint     AB|DECam|DECam_z          6118.040426240643     All      1.0713150719892341         0.021025194629409327      -0.3633577627466667       -0.35832895467626         
Zeropoint     AB|DECam|DECam_r          4297.418051076957     All      -0.6172066144333835        0.49574894562578464       -0.5593504972669648       0.3375649973725062        
Zeropoint     AB|DECam|DECam_i          5220.826174234672     All      0.875386692008596          0.36069061130294955       0.9171573782384352        -0.12672492504461913      
Zeropoint     AB|DECam|DECam_g          3233.3919075554973    All      -0.34205838043479386       0.12284430034288363       0.005865869599620165      0.15169586479245128       
Check         All|All|All               All                   All      0.9874367691296526         1.0003090519010271        0.0003149878244238062     0.004206982444078355      
Lambda        AB|DECam|DECam_z          6118.040426240643     All      -0.0002415981558332315     -5.184903276447118e-05    -0.0007064606160597996    3.0281439305722398e-05    
Lambda        AB|DECam|DECam_r          4297.418051076957     All      -0.00029727999667506833    5.205824042970779e-05     -0.001076917064477254     6.573309422520923e-05     
Lambda        AB|DECam|DECam_i          5220.826174234672     All      0.00019775566062787346     6.701415094270436e-05     -0.0006871291942181589    -7.325023104008368e-05    
Lambda        AB|DECam|DECam_g          3233.3919075554973    All      -0.0008998760068202118     0.0002971813749933473     -0.0002014423110401371    0.00038093152612412386    
MWEBV         All|All|All               All                   All      -0.38584791636470417       -2.315582513027259        0.06538849040021212       -0.6256600565074025       
Redshift      All|All|All               All                   All      4.298933165671642          -0.0770756875940748       -2.1395567788376297       -1.5208886423343555       
