#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb              Phase    dmu/dP                     dmB/dP                     ds/dP                      dc/dP                     
Zeropoint     AB|DECam|DECam_r          4550.990528671839     All      -0.37774601981697287       0.5893418039025988         0.3586579652458713         0.3310175781622984        
Zeropoint     AB|DECam|DECam_i          5528.8850627016955    All      1.0007155610260805         0.24961334089326215        -0.4257365438691248        -0.26365737024198327      
Zeropoint     AB|DECam|DECam_z          6479.040135942774     All      0.799728300832633          -0.01572097559225938       0.22506983162973818        -0.2555748239386379       
Zeropoint     AB|DECam|DECam_g          3424.180699171573     All      -0.4335977064039478        0.1771336317895944         -0.16071234460628042       0.19176343549917976       
Check         All|All|All               All                   All      0.9891001356377931         1.000367800993196          -0.0027210915997957497     0.003548819480856974      
Lambda        AB|DECam|DECam_r          4550.990528671839     All      -0.00019806432900476258    -0.00022949384625613274    -0.0019441783809302274     -9.699737962176266e-05    
Lambda        AB|DECam|DECam_i          5528.8850627016955    All      8.627852238139876e-05      -6.7838578281841215e-06    -0.0007767082795704746     -6.497440212076154e-05    
Lambda        AB|DECam|DECam_z          6479.040135942774     All      -0.00017255661896507855    -1.053131120187844e-05     -0.000379405450034175      3.584585052394728e-05     
Lambda        AB|DECam|DECam_g          3424.180699171573     All      -0.0006214229999656884     0.00022818974815388892     -0.00041989746960480255    0.00025800872794257964    
MWEBV         All|All|All               All                   All      -0.4621605721853479        -2.521680081352251         -0.058128399223375524      -0.6734472637982104       
Redshift      All|All|All               All                   All      2.979022639020295          0.5840040333470853         -1.0823450241981922        -0.8284364410385544       
