#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb              Phase    dmu/dP                     dmB/dP                     ds/dP                     dc/dP                     
Zeropoint     AB|DECam|DECam_r          4550.990528671839     All      -0.38306445077606754       0.6213016003536964         0.6298396811411644        0.35526191773488713       
Zeropoint     AB|DECam|DECam_i          5528.8850627016955    All      1.0292864146659677         0.22448286707010823        -0.47042392289737833      -0.28314385180221513      
Zeropoint     AB|DECam|DECam_z          6479.040135942774     All      0.7856375154780337         -0.029036444212593437      -0.07686919399751968      -0.26879642972908385      
Zeropoint     AB|DECam|DECam_g          3424.180699171573     All      -0.4435588272866321        0.1837150610644045         -0.08874771823892402      0.20036333907241174       
Check         All|All|All               All                   All      0.9883006520813019         1.0004630842756157         -0.0062011539926576376    0.0036849752759998966     
Lambda        AB|DECam|DECam_r          4550.990528671839     All      -0.00020920411599504327    -0.00023528599265001146    -0.0020387567081439975    -9.947607350837001e-05    
Lambda        AB|DECam|DECam_i          5528.8850627016955    All      9.846640867634349e-05      -7.54885567832406e-07      -0.0008974134268150389    -7.236707938691735e-05    
Lambda        AB|DECam|DECam_z          6479.040135942774     All      -0.00034848463694039814    -2.1797733431570293e-05    -0.0007841550745878522    7.141943266784758e-05     
Lambda        AB|DECam|DECam_g          3424.180699171573     All      -0.0006589600802245402     0.00026134384312699057     -0.0001894474410191024    0.0002913190957432944     
MWEBV         All|All|All               All                   All      -0.45344897587211186       -2.533203377792148         -0.10981957677680398      -0.682345173921322        
Redshift      All|All|All               All                   All      2.749244539675084          0.5517964350442384         -1.4867337140344494       -0.7821272389099562       
