#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb             Phase    dmu/dP                     dmB/dP                     ds/dP                     dc/dP                     
Zeropoint     AB|PS|PS_i                7005.495710619509    All      1.3491543624810425         -0.07929427718611493       2.5222824142454296        -0.3527348367803041       
Zeropoint     AB|PS|PS_r                5783.850589049663    All      0.23770567538596055        0.09959955385774322        -3.9254248269308936       -0.22015938853998368      
Zeropoint     AB|PS|PS_g                4554.456513783928    All      -0.8089219858058749        1.038770578348469          1.3780816503406843        0.6633517101794846        
Zeropoint     AB|PS|PS_z                8051.023960269467    All      0.2192909254136457         -0.05859556786216302       0.04371622672022879       -0.08856591863685256      
Check         All|All|All               All                  All      0.997228977474774          1.0004802871579344         0.018655464375449182      0.0018915662223442375     
Lambda        AB|PS|PS_i                7005.495710619509    All      -0.0007799688873072344     2.9081450373322327e-05     -0.001597489591260499     0.0001922456884944197     
Lambda        AB|PS|PS_r                5783.850589049663    All      -4.1175223084844486e-05    -3.2602762978998954e-05    0.00016836636524748127    1.030574988428354e-05     
Lambda        AB|PS|PS_g                4554.456513783928    All      -2.4104389657584205e-05    -5.7393279011065504e-05    -0.0006014258423823542    -3.768215953090027e-05    
Lambda        AB|PS|PS_z                8051.023960269467    All      1.2863557986700073e-05     1.4284942333113412e-05     0.00020324827402085446    9.533028627775375e-06     
MWEBV         All|All|All               All                  All      -0.6311867912543039        -3.7968329683868873        0.17252803760149074       -1.023455972632306        
Redshift      All|All|All               All                  All      6.428299761022273          0.41295215257797224        8.7598091175152           -1.5684865665617975       
