#Date  :
#Mag  :
#Magerr  :
#end  :
@INSTRUMENT  LOSS
@BAND  LOSS_N1_B
@MAGSYS  Linear_AB11_off
54740.16  18.201  0.023
54747.2  19.119  0.048
54754.11  19.111  0.447
54765.1  20.79  0.273
54783.98  19.802  1.004
54785.98  20.25  0.219
54787.98  20.641  0.257
54789.97  20.107  0.691
54811.96  19.983  0.43
54830.87  20.039  0.084
