#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb             Phase    dmu/dP                     dmB/dP                     ds/dP                      dc/dP                      
Zeropoint     AB|WFC3|WFC3_f125w        3857.713145986106    All      -2.9100066353130964        0.18760829731618855        -3.524184516255063         0.8517269230952252         
Zeropoint     AB|WFC3|WFC3_f153m        4704.644321738453    All      0.5997889307370793         0.08105407893417294        0.6115854091562253         -0.14167675920146694       
Zeropoint     AB|WFC3|WFC3_f127m        3909.777905628445    All      -0.3390105719831686        0.04915531033446996        1.9817531690523214         0.2148749402207839         
Zeropoint     AB|WFC3|WFC3_f139m        4247.230677443153    All      0.25473790718250605        0.0738489784296803         1.167272930357306          -0.006831445372597672      
Zeropoint     AB|WFC3|WFC3_f160w        4735.059975332801    All      2.485931563067734          0.39292780274884365        -2.8153716527800254        -0.8073972888435681        
Zeropoint     AB|WFC3|WFC3_f140w        4313.482469559815    All      0.8900053534620296         0.21548645625699692        2.477334723606104          -0.10916092510455909       
Check         All|All|All               All                  All      0.9814465471530841         1.0000809240203523         -0.10160993686313224       0.0015354447938173005      
Lambda        AB|WFC3|WFC3_f125w        3857.713145986106    All      -0.0032882861180050134     0.00013661520280922528     -0.004580771269235388      0.0009111842530713323      
Lambda        AB|WFC3|WFC3_f153m        4704.644321738453    All      -0.0012367952036233883     -0.00016722832398844448    -0.0012524008859078537     0.0002925042209334097      
Lambda        AB|WFC3|WFC3_f127m        3909.777905628445    All      -0.0010306957726094368     0.00015063865377700956     0.006016630606630103       0.0006532940780113259      
Lambda        AB|WFC3|WFC3_f139m        4247.230677443153    All      -0.0008051252667037816     -0.00023228487968939972    -0.003632537196265724      2.4489508510090442e-05     
Lambda        AB|WFC3|WFC3_f160w        4735.059975332801    All      -0.00011167626071964046    -3.998145040725045e-05     -0.00020445389672280338    1.4229520019988912e-05     
Lambda        AB|WFC3|WFC3_f140w        4313.482469559815    All      0.00021839107566864934     4.0184942435819055e-05     0.0005273623097884026      -3.4513842603198416e-05    
MWEBV         All|All|All               All                  All      -0.014206536884064369      -0.6551659728671666        -0.03614085500816974       -0.21039437560886695       
Redshift      All|All|All               All                  All      4.5720694345999            0.36328267051786156        1.5212848755457145         -1.303052357046344         
