#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb             Phase    dmu/dP                    dmB/dP                     ds/dP                      dc/dP                      
Zeropoint     AB|MEGACAMPSF|r           3598.527953426323    All      -1.8638111437325533       0.10068717124536164        -0.807808852117109         0.6038529323250394         
Zeropoint     AB|MEGACAMPSF|i           4400.04367470411     All      1.6467737537495197        0.7174741934404594         1.2394898538316212         -0.24739070043456948       
Zeropoint     AB|MEGACAMPSF|z           5068.124719149157    All      1.2169556216079047        0.18071589482460126        -0.4268697641165442        -0.35658660731832903       
Check         All|All|All               All                  All      0.9999182316248711        0.9988772595104223         0.004811237597968088       -0.00012437542785903588    
Lambda        AB|MEGACAMPSF|r           3598.527953426323    All      -0.002374580013872913     0.00013907915047283817     -0.0013846369339943802     0.0007569914998008213      
Lambda        AB|MEGACAMPSF|i           4400.04367470411     All      -0.0007486478970568844    -0.00025084419473421927    -0.0032368258145474733     1.770637320184404e-05      
Lambda        AB|MEGACAMPSF|z           5068.124719149157    All      0.00021533672824353923    3.0979804903692786e-05     -0.00011669112078963941    -6.525850387232152e-05     
MWEBV         All|All|All               All                  All      -0.24902874059418556      -1.8803416580151833        -0.05937638998219086       -0.5340219813838951        
Redshift      All|All|All               All                  All      8.963534641270119         1.3075363561990017         5.217589521253441          -2.2609734594981745        
