#Date  :
#Mag  :
#Magerr  :
#end  :
@INSTRUMENT  CalanTololo
@BAND  Bessell12_V
@MAGSYS  Linear_AB11_off
49127.22999999998  18.185  0.033
49129.08999999985  18.01  0.034
49131.970000000205  17.962  0.031
49132.99000000022  17.894  0.038
49135.220000000205  17.828  0.03
49135.220000000205  17.832  0.03
49139.02000000002  17.9  0.052
49139.02000000002  17.886  0.05
49139.02000000002  17.883  0.042
49142.25  18.031  0.052
49143.24000000022  18.064  0.031
49143.24000000022  18.052  0.034
49146.10999999987  18.248  0.034
49147.080000000075  18.311  0.039
49148.029999999795  18.331  0.033
49148.029999999795  18.351  0.034
49151.04000000004  18.553  0.031
49154.029999999795  18.763  0.031
49154.029999999795  18.771  0.031
49157.00999999978  18.931  0.031
49160.97999999998  19.218  0.039
49162.10000000009  19.284  0.031
49176.00999999978  20.066  0.037
49179.029999999795  20.144  0.051
49179.029999999795  20.171  0.044
49184.049999999814  20.276  0.043
49185.04000000004  20.359  0.109
49186.029999999795  20.301  0.036
49187.04000000004  20.336  0.043
