#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb              Phase    dmu/dP                     dmB/dP                     ds/dP                      dc/dP                      
Zeropoint     AB|DECam|DECam_r          5131.652837490865     All      0.34261538289390026        0.45991850415063595        -0.012738152992275431      0.03764104048755504        
Zeropoint     AB|DECam|DECam_i          6234.3172418014665    All      1.0007619701028139         0.0330477447874955         -0.13838371888644785       -0.3213917898380332        
Zeropoint     AB|DECam|DECam_g          3861.0729884584894    All      -0.7902223126911997        0.5256283437265807         -0.002942261255267642      0.42848454938951425        
Zeropoint     AB|DECam|DECam_z          7305.702898821696     All      0.44287587621232183        -0.020010939928916116      0.15527386985655367        -0.14384830487651143       
Check         All|All|All               All                   All      0.9960309165178365         0.9985836527357961         0.0012097367225627487      0.0008854951625246466      
Lambda        AB|DECam|DECam_r          5131.652837490865     All      -7.682118044970084e-05     -5.890139589904297e-05     -0.0013365100754983586     -5.3805242929191294e-05    
Lambda        AB|DECam|DECam_i          6234.3172418014665    All      -0.00019713402428334404    -1.6596158891963228e-05    -0.00016370101162169895    5.150189798019807e-05      
Lambda        AB|DECam|DECam_g          3861.0729884584894    All      -0.0009515147740757446     0.0004696059054481611      -0.0011484844112310605     0.0004116541743274432      
Lambda        AB|DECam|DECam_z          7305.702898821696     All      -8.64528908655746e-05      -1.0081669985540993e-05    -0.0002600747920550505     1.3270675690062441e-05     
MWEBV         All|All|All               All                   All      -0.48856026678951503       -3.030683461721395         0.06760404373448159        -0.8250362999805395        
Redshift      All|All|All               All                   All      4.04735435544567           0.593080778635624          0.12346729097730824        -1.1196607680606367        
