#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb              Phase    dmu/dP                     dmB/dP                     ds/dP                     dc/dP                      
Zeropoint     AB|DECam|DECam_r          5010.3230611005765    All      0.011895122083109277       0.5403309408380963         -0.12811302142147207      0.16641183544633398        
Zeropoint     AB|DECam|DECam_i          6086.916717867401     All      0.9563060703186818         0.023798780716433043       -0.6081469421537533       -0.33088710771247976       
Zeropoint     AB|DECam|DECam_g          3769.7840534600523    All      -0.659832730499109         0.46367142138414863        0.1359697114964309        0.37202996819487577        
Zeropoint     AB|DECam|DECam_z          7132.971163616998     All      0.6864284304917541         -0.028676006944117205      0.6017312281840992        -0.20608054044776863       
Check         All|All|All               All                   All      0.9947968923944361         0.9991251359945608         0.0014409761053046921     0.0014741554809613588      
Lambda        AB|DECam|DECam_r          5010.3230611005765    All      -0.00028944869041103144    -3.1725213769771685e-05    -0.0021636531885754545    -1.2604889313868913e-05    
Lambda        AB|DECam|DECam_i          6086.916717867401     All      1.8715703837832187e-05     -2.1624317312374457e-05    -0.0002444317127401405    -2.4047936741239703e-05    
Lambda        AB|DECam|DECam_g          3769.7840534600523    All      -0.001072028849720823      0.0007576847553116075      0.0003634069343133835     0.000612215099359402       
Lambda        AB|DECam|DECam_z          7132.971163616998     All      -0.0003587784050038727     -2.2620449154906394e-05    -0.0009523917674830523    6.699683508266714e-05      
MWEBV         All|All|All               All                   All      -0.46234830158295726       -2.9326893011672794        0.04100006775800136       -0.8028416906519467        
Redshift      All|All|All               All                   All      6.208159837111102          -0.7554803937113164        7.292207470086331         -1.9428689926451441        
