#Date  :
#Mag  :
#Magerr  :
#end  :
@INSTRUMENT  LCOGT
@BAND  LCOGT_B
@MAGSYS  Linear_AB11_off
57484.22266  18.354  0.049
57485.29944  17.941  0.042
57485.2707  18.21  0.044
57485.19123  17.974  0.046
57485.28755  17.945  0.044
57485.26708  18.834  0.069
57486.16115  17.645  0.051
57486.85497  17.258  0.055
57487.11304  17.314  0.044
57487.10937  17.328  0.041
57491.48986  16.405  0.037
57504.06853  16.086  0.036
57504.06577  16.153  0.036
57505.28826  16.097  0.035
57505.29105  16.099  0.035
57509.24894  16.413  0.035
57509.24616  16.398  0.035
57513.32602  16.751  0.035
57513.32324  16.749  0.035
57515.37108  17.118  0.035
57515.3683  16.838  0.035
57517.3329  17.119  0.035
57517.33011  17.255  0.035
57518.33266  17.32  0.035
57518.32988  17.288  0.035
57520.34033  17.517  0.035
57520.34312  17.523  0.035
57528.32668  18.236  0.059
57528.32947  18.354  0.061
57532.32339  18.662  0.072
57532.32623  18.591  0.066
57534.32315  18.643  0.073
57534.32597  18.788  0.08
57546.13911  19.072  0.055
57546.14189  18.952  0.047
57546.29366  18.98  0.05
57546.29088  19.04  0.049
57555.10367  19.301  0.124
57555.10091  19.116  0.11
57557.11335  19.349  0.158
57557.11058  19.106  0.135
57563.23909  19.197  0.096
57563.24188  19.18  0.096
57576.06293  19.581  0.142
57576.06569  19.286  0.106
57583.17049  19.679  0.112
57583.16771  19.656  0.123
57617.96755  20.024  0.473
57618.96788  20.229  0.456
57618.97181  19.957  0.328
