#Date  :
#Mag  :
#Magerr  :
#end  :
@INSTRUMENT  LCOGT
@BAND  LCOGT_V
@MAGSYS  Linear_AB11_off
57484.23009  18.433  0.064
57485.29376  18.069  0.051
57485.21862  18.056  0.064
57485.22109  18.03  0.05
57485.2913  18.009  0.05
57486.17098  17.683  0.046
57486.86118  17.3  0.055
57486.85873  17.298  0.054
57487.11696  17.203  0.055
57487.85647  18.315  0.048
57487.85376  18.325  0.048
57488.85281  16.366  0.051
57490.84797  16.61  0.052
57491.49646  16.473  0.043
57493.83586  16.333  0.165
57494.54004  15.757  0.051
57504.07152  15.952  0.04
57504.07337  15.984  0.041
57505.29404  15.992  0.04
57505.29589  16.005  0.04
57509.25185  16.211  0.04
57509.2537  16.202  0.04
57513.33084  16.435  0.04
57513.32898  16.441  0.04
57517.33588  16.647  0.04
57517.33782  16.667  0.04
57518.33562  16.718  0.04
57518.33752  16.708  0.04
57520.34799  16.745  0.04
57520.34613  16.859  0.041
57528.33241  17.157  0.046
57528.33431  17.198  0.045
57532.33116  17.459  0.049
57532.32927  17.414  0.047
57534.33084  17.617  0.056
57534.32895  17.616  0.054
57546.14483  18.018  0.043
57546.14667  18.025  0.042
57546.29847  18.005  0.045
57546.29662  18.071  0.045
57555.10659  18.303  0.067
57555.10845  18.212  0.061
57557.11627  18.28  0.071
57557.11811  18.387  0.075
57563.24488  18.548  0.071
57563.24676  18.51  0.075
57568.96798  18.69  0.06
57576.0705  19.04  0.125
57576.06865  18.473  0.085
57583.17536  18.901  0.093
57583.17349  18.825  0.083
57617.9756  18.49  0.101
57617.97836  20.24  0.466
57618.97588  20.087  0.336
