#Format:      
#Parameter    MagSys|Instrument|Band                 RestLamb             Phase    dmu/dP                    dmB/dP                     ds/dP                     dc/dP                     
Zeropoint     Linear_AB11_off|MOSAICII|MOSAICII_I    4831.200314701399    All      3.875265881882102         0.518341768349373          0.32309663964925583       -1.0790423042022088       
Zeropoint     Linear_AB11_off|MOSAICII|MOSAICII_R    4034.401942105112    All      -2.8830266636572226       0.4836483821515358         -0.32167663762802834      1.0822818718090288        
Check         All|All|All                            All                  All      0.9922392182248796        1.0019901505009088         0.0014200020212274955     0.003239567606819982      
Lambda        Linear_AB11_off|MOSAICII|MOSAICII_I    4831.200314701399    All      -0.0007832331883919376    -0.00012199713141331082    -0.0010130365353927745    0.00017017916991199242    
Lambda        Linear_AB11_off|MOSAICII|MOSAICII_R    4034.401942105112    All      -0.0011538305074844071    0.0001496435142541396      -0.0011960482383352904    0.00037121023227576933    
MWEBV         All|All|All                            All                  All      -0.07134074690960612      -2.046709795221169         0.01982773641020536       -0.6425578659359494       
Redshift      All|All|All                            All                  All      4.024369756789657         0.13926752050998914        3.065128847474188         -1.1287229915881771       
