#Date  :
#Mag  :
#Magerr  :
#end  :
@INSTRUMENT  LOSS
@BAND  LOSS_K3_I
@MAGSYS  Linear_AB11_off
52428.36  16.866  0.022
52429.38  16.856  0.031
52430.35  16.816  0.02
52431.41  16.819  0.024
52432.38  16.827  0.023
52434.34  16.897  0.032
52435.37  16.905  0.022
52436.36  16.925  0.024
52437.36  16.924  0.021
52439.35  17.004  0.028
52441.33  17.131  0.027
52443.35  17.326  0.03
52445.31  17.335  0.029
52447.32  17.522  0.07
52450.34  17.535  0.086
52453.33  17.572  0.063
52456.28  17.387  0.03
52461.28  17.252  0.026
52466.29  17.352  0.021
52471.19  17.774  0.042
52476.19  18.251  0.237
52481.19  18.343  0.084
52486.18  18.587  0.068
52491.18  18.818  0.078
