#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb              Phase    dmu/dP                     dmB/dP                     ds/dP                      dc/dP                      
Zeropoint     AB|SDSS|SDSS_r            4877.001641652162     All      1.2249259178589305         0.48667348812028166        2.045386449954245          -0.14919690100811642       
Zeropoint     AB|SDSS|SDSS_z            7031.510897200449     All      0.12150060657355424        0.013313941511583494       0.20192644757079936        -0.02622890610578868       
Zeropoint     AB|SDSS|SDSS_i            5914.216903576969     All      0.8977311045622367         0.10164061011490588        -0.8809013319491132        -0.29862344525223433       
Zeropoint     AB|SDSS|SDSS_g            3732.3009856313943    All      -1.2453431876742629        0.39661911794830473        -1.3660285473494405        0.4738815617705845         
Check         All|All|All               All                   All      0.9988144413204586         0.9982471576950758         0.0003830182264907833      -0.00016769059555493682    
Lambda        AB|SDSS|SDSS_r            4877.001641652162     All      -0.0002527210339941658     -8.294827096722224e-05     -0.0011059124758934244     5.94877974903726e-06       
Lambda        AB|SDSS|SDSS_z            7031.510897200449     All      -4.601793685931571e-05     -4.4776927493907416e-06    -5.1918390284453966e-05    1.1214144834187224e-05     
Lambda        AB|SDSS|SDSS_i            5914.216903576969     All      -0.00010490806304631173    -1.583393099749894e-05     8.563672555380693e-05      3.283594900641184e-05      
Lambda        AB|SDSS|SDSS_g            3732.3009856313943    All      -0.0018882240245847823     0.0005392471839019322      -0.003156955444654626      0.0006498268119117365      
MWEBV         All|All|All               All                   All      -0.5713347925969989        -2.9659901440615144        0.14151244649678318        -0.7737029792490087        
Redshift      All|All|All               All                   All      4.272533313595872          -0.4305024070804464        5.536407128862075          -1.2848690371407865        
