#Format:      
#Parameter    MagSys|Instrument|Band                     RestLamb              Phase    dmu/dP                     dmB/dP                     ds/dP                      dc/dP                      
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA3_KC_i'_1    7456.137311809299     All      0.13818715314243155        -0.023144302993394206      0.025807405347414346       -0.05139929693916286       
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_g              4694.72533580402      All      -0.21298033173089226       0.26116325875928936        0.1866561351431646         0.16277377231426554        
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_u              3512.1023863711534    All      -0.1255538973688187        0.059167887178013245       -0.0014944901909110767     0.060103270159829685       
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_V-LC-3014      5250.4778772648115    All      0.17340536788422767        0.12511119023521644        0.11398538473353671        -0.010644358286813259      
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA3_KC_r'_1    6120.001215599278     All      0.35197560866851224        -0.02780943653668544       -0.051426929964739014      -0.1260034314691749        
Zeropoint     Linear_AB11_off|LOSS|LOSS_N1_V             5259.406427125096     All      0.01931237939347444        0.011672032939902266       -0.038846769937215156      -0.004222265125397607      
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA3_KC_V_1     5311.0522221638275    All      0.14191761822152632        0.08780683775810871        -0.08059497287727703       -0.02122224486892657       
Zeropoint     Linear_AB11_off|LOSS|LOSS_K3_V             5292.063520625701     All      0.1367024390462557         0.11541618844495005        -0.06246272364551201       -0.009721056593075175      
Zeropoint     Linear_AB11_off|LOSS|LOSS_N1_R             6222.050179778629     All      0.098741959217272          -0.002337275690500462      0.05734563183652568        -0.03036576004761187       
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_B              4297.599933290239     All      -0.2734010147199243        0.1798382795888287         -0.026799046951062295      0.14643903090438354        
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA3_KC_B_1     4294.556229934313     All      -0.18280111824676887       0.11040581950823025        -0.08584475742451315       0.0916762885953879         
Zeropoint     Linear_AB11_off|LOSS|LOSS_N1_B             4318.87062002363      All      -0.055572240262457925      0.020346889333655582       -0.09366604784733339       0.02054947265180092        
Zeropoint     Linear_AB11_off|LOSS|LOSS_N1_I             8035.50901749995      All      0.01889233833218611        -0.0015314312208580816     0.01916579819550542        -0.005797412117348517      
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_r              6077.10210503892      All      0.42293741821604136        -0.025969722653851335      0.050839759083389835       -0.1439550794382633        
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_i              7430.187863450107     All      0.15106275250081624        -0.025647070013690154      0.038957063662920975       -0.05582172794550041       
Zeropoint     Linear_AB11_off|LOSS|LOSS_K3_R             6278.5650312461785    All      0.33030240139937506        -0.01442667877595838       -0.00957842196088677       -0.11271704364298857       
Zeropoint     Linear_AB11_off|LOSS|LOSS_K3_B             4293.512906001761     All      -0.24083698824499813       0.16291228050455686        -0.061775101695823766      0.12875768072222382        
Zeropoint     Linear_AB11_off|LOSS|LOSS_K3_I             7763.367101351987     All      0.10314742600545253        -0.016525297202463207      0.020637663229569163       -0.0380603789398908        
Check         All|All|All                                All                   All      0.995439271453711          0.9964494491633502         0.000905578736753121       0.00036945993373758285     
Lambda        Linear_AB11_off|CfA34_FLWO|CfA3_KC_i'_1    7456.137311809299     All      -3.49495375630617e-05      -1.6262691717278165e-07    -6.713592423239504e-05     8.33527329838788e-06       
Lambda        Linear_AB11_off|SWOPE|SWOPE_g              4694.72533580402      All      -9.335721180975461e-05     -3.180342215150434e-05     -0.0005968995975153418     -6.586793225195948e-06     
Lambda        Linear_AB11_off|SWOPE|SWOPE_u              3512.1023863711534    All      -0.0002579751885121189     9.189032407083953e-05      -0.0001411860937095661     0.00010766222076376153     
Lambda        Linear_AB11_off|SWOPE|SWOPE_V-LC-3014      5250.4778772648115    All      2.975316959128697e-05      1.0149746284527265e-05     -0.0004664085151417495     -2.7199149798429766e-05    
Lambda        Linear_AB11_off|CfA34_FLWO|CfA3_KC_r'_1    6120.001215599278     All      -6.541539866852351e-05     -4.026574577114469e-06     -0.00012741488664770253    1.4310418443216219e-05     
Lambda        Linear_AB11_off|LOSS|LOSS_N1_V             5259.406427125096     All      1.4719545680211784e-05     8.36807362532707e-06       -2.654722395987231e-05     -3.2535640838394854e-06    
Lambda        Linear_AB11_off|CfA34_FLWO|CfA3_KC_V_1     5311.0522221638275    All      4.083747012121315e-05      5.237971341700288e-06      -0.00024329864936543       -2.24532292321097e-05      
Lambda        Linear_AB11_off|LOSS|LOSS_K3_V             5292.063520625701     All      4.636249408873757e-05      1.4516891994574721e-05     -9.46538974271119e-05      -1.4597129003803643e-05    
Lambda        Linear_AB11_off|LOSS|LOSS_N1_R             6222.050179778629     All      -1.4472949916276357e-05    3.851683665216996e-07      -8.474808591137095e-06     4.4615861582450404e-06     
Lambda        Linear_AB11_off|SWOPE|SWOPE_B              4297.599933290239     All      -0.00017768638140047572    6.251856001311982e-05      -0.0003147458705935444     6.41969892971596e-05       
Lambda        Linear_AB11_off|CfA34_FLWO|CfA3_KC_B_1     4294.556229934313     All      -0.00010194722619462427    4.351218923959667e-05      -0.00013186508305114514    4.1496384057398714e-05     
