#Date  :
#Mag  :
#Magerr  :
#end  :
@INSTRUMENT  SWOPE
@BAND  SWOPE_g
@MAGSYS  Linear_AB11_off
53650.31  16.488  0.006
53655.27  16.455  0.007
53658.21  16.515  0.006
53659.19  16.552  0.008
53662.27  16.655  0.007
53663.23  16.7  0.008
53665.21  16.787  0.007
53666.26  16.854  0.008
53669.23  17.078  0.006
53671.27  17.259  0.008
53673.27  17.432  0.009
53675.24  17.602  0.01
53682.29  18.195  0.016
53683.24  18.245  0.011
53687.25  18.51  0.018
53694.23  18.909  0.02
53698.17  19.077  0.015
53699.2  19.099  0.014
53707.25  19.282  0.025
53712.19  19.391  0.021
53721.13  19.493  0.04
53726.19  19.554  0.02
53730.2  19.65  0.018
53737.16  19.733  0.018
53741.12  19.807  0.027
53746.15  19.909  0.054
53751.16  19.967  0.074
