#Format:      
#Parameter    MagSys|Instrument|Band                     RestLamb              Phase    dmu/dP                     dmB/dP                     ds/dP                      dc/dP                      
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA3_KC_i'_1    7456.137311809299     All      0.12933881340109593        -0.01830585010296204       0.0430862714375424         -0.04616998186225234       
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_g              4694.72533580402      All      -0.20265786199846608       0.23854901534559048        0.1496495797126851         0.15039376865299495        
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_u              3512.1023863711534    All      -0.1292579698565901        0.057402558075736465       -0.01066042876303186       0.06032574892240756        
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_V-LC-3014      5250.4778772648115    All      0.20901013667266993        0.12206638729406194        0.21484195426921815        -0.018733029851376263      
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA3_KC_r'_1    6120.001215599278     All      0.34971378899595956        -0.026777983343606593      -0.06663664379882306       -0.12560944382410585       
Zeropoint     Linear_AB11_off|LOSS|LOSS_N1_V             5259.406427125096     All      0.012588406711294024       0.00888528952067702        -0.04905107088695182       -0.0033951511081854735     
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA3_KC_V_1     5311.0522221638275    All      0.16540945370182208        0.08577990179627903        -0.10804712317744603       -0.030759611655001035      
Zeropoint     Linear_AB11_off|LOSS|LOSS_K3_V             5292.063520625701     All      0.16046748844568187        0.10820883511186707        -0.08972412154668596       -0.021026338106094715      
Zeropoint     Linear_AB11_off|LOSS|LOSS_N1_R             6222.050179778629     All      0.042776719647920874       0.00043869000752039256     0.036335755994887364       -0.012169391227720167      
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_B              4297.599933290239     All      -0.2586756958634898        0.16665800644624085        -0.021454107111740228      0.1375877816402027         
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA3_KC_B_1     4294.556229934313     All      -0.21852608001719914       0.11846139523115085        -0.16226821927021184       0.10252662189196449        
Zeropoint     Linear_AB11_off|LOSS|LOSS_N1_B             4318.87062002363      All      -0.042447306999959064      0.012543962319888635       -0.07552607299174952       0.014542083817582416       
Zeropoint     Linear_AB11_off|LOSS|LOSS_N1_I             8035.50901749995      All      0.014517107688611672       -0.00017159605683048085    0.024507479113511366       -0.0036909378198342335     
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_r              6077.10210503892      All      0.42744718318580827        -0.01877740779399062       0.13004907924376585        -0.1395465365222811        
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_i              7430.187863450107     All      0.1569692043151837         -0.01959229084587122       0.10259623093435977        -0.052933489095455255      
Zeropoint     Linear_AB11_off|LOSS|LOSS_K3_R             6278.5650312461785    All      0.3481570985523439         -0.010622318717956603      -0.015559626897498902      -0.11756061438282016       
Zeropoint     Linear_AB11_off|LOSS|LOSS_K3_B             4293.512906001761     All      -0.28334585501457          0.18667769316227378        -0.1374887084993226        0.14696664335909987        
Zeropoint     Linear_AB11_off|LOSS|LOSS_K3_I             7763.367101351987     All      0.11508409882429382        -0.015105105967716526      0.03929111238947236        -0.040653525209984574      
Check         All|All|All                                All                   All      0.9965687303924116         0.9963191814823524         0.003941340151980555       9.459761914078907e-05      
Lambda        Linear_AB11_off|CfA34_FLWO|CfA3_KC_i'_1    7456.137311809299     All      -4.104961775142179e-05     4.823780010059061e-08      -8.21920498022407e-05      9.719069944174399e-06      
Lambda        Linear_AB11_off|SWOPE|SWOPE_g              4694.72533580402      All      -0.00010947575599133067    -2.5616870496746477e-05    -0.0006026867765782256     4.2045508253006326e-07     
Lambda        Linear_AB11_off|SWOPE|SWOPE_u              3512.1023863711534    All      -0.0002618404561604325     8.913223501949609e-05      -0.00011766250523779168    0.00010907261497144989     
Lambda        Linear_AB11_off|SWOPE|SWOPE_V-LC-3014      5250.4778772648115    All      1.7754416008231064e-05     1.2174820529329947e-05     -0.0004620613021547734     -2.243713155508309e-05     
Lambda        Linear_AB11_off|CfA34_FLWO|CfA3_KC_r'_1    6120.001215599278     All      -8.531683464438236e-05     -1.4601742676782548e-05    -0.0002443071872941219     1.2131924204659642e-05     
