#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb              Phase    dmu/dP                     dmB/dP                     ds/dP                      dc/dP                      
Zeropoint     AB|MEGACAMPSF|i           5111.597915801734     All      1.4613971480333667         0.439825336632893          -0.18674590026650595       -0.3410931595234479        
Zeropoint     AB|MEGACAMPSF|z           5894.760213101435     All      0.9021837706276968         -0.013225850531561889      1.0297194496758004         -0.2522273799849101        
Zeropoint     AB|MEGACAMPSF|r           4178.945381807236     All      -1.0712145557198847        0.4787953941178813         -1.4371760486391378        0.4407546681349199         
Zeropoint     AB|MEGACAMPSF|g           3266.3053123236714    All      -0.299923547923018         0.09398189187219685        0.6214792329717036         0.15604172466199945        
Check         All|All|All               All                   All      0.9924428150181608         0.9993767720914093         0.027276733741860237       0.0034758532885613147      
Lambda        AB|MEGACAMPSF|i           5111.597915801734     All      0.0006117827438581879      -2.0629253784087473e-06    -0.00048429082194547643    -0.00022156140450916185    
Lambda        AB|MEGACAMPSF|z           5894.760213101435     All      -0.00018217793660357375    2.662502397927488e-06      -0.00021631621039529847    5.055541308708318e-05      
Lambda        AB|MEGACAMPSF|r           4178.945381807236     All      -0.0007310655718839704     0.00016248933937268974     -0.0022253545811868653     0.00019175287740523116     
Lambda        AB|MEGACAMPSF|g           3266.3053123236714    All      -0.0007011789380910104     0.00022203040289720658     0.001511580071799292       0.0003681745312132639      
MWEBV         All|All|All               All                   All      -0.3117935302942938        -2.320049051826878         0.3205685202656877         -0.6398493922658584        
Redshift      All|All|All               All                   All      7.491150683303632          -0.1857659723484062        10.204371451152904         -2.045250086919899         
