#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb             Phase    dmu/dP                     dmB/dP                     ds/dP                     dc/dP                      
Zeropoint     AB|DECam|DECam_g          4104.854755603501    All      -0.7660915785663747        0.7231974028885091         0.1517075794058126        0.4918804299131857         
Zeropoint     AB|DECam|DECam_r          5455.656916366796    All      0.35254579421144094        0.3258231538143974         -0.6169244018688289       -0.036234945750186674      
Zeropoint     AB|DECam|DECam_i          6627.941728749005    All      0.9978324453636778         -0.015943740455703903      0.27063050642006786       -0.3181432594266555        
Zeropoint     AB|DECam|DECam_z          7766.972905432536    All      0.4122854360342777         -0.034222551046525496      0.195899313580312         -0.13670025443657996       
Check         All|All|All               All                  All      0.9965720970430216         0.9988542652006771         0.0013129975373635527     0.000801970299763588       
Lambda        AB|DECam|DECam_g          4104.854755603501    All      -0.000716414842885052      0.0004977900961269608      -0.0005828555611746421    0.0003694963280557286      
Lambda        AB|DECam|DECam_r          5455.656916366796    All      6.811104227824355e-05      3.475562694470996e-05      -0.0006320931044437636    -3.9072368287403654e-05    
Lambda        AB|DECam|DECam_i          6627.941728749005    All      -0.0003810413527861891     -4.1426563373042166e-05    -0.0006235080813971563    8.279940790284577e-05      
Lambda        AB|DECam|DECam_z          7766.972905432536    All      -0.00012815113474783026    3.0583981815821815e-05     8.897371088787495e-05     5.567573777045307e-05      
MWEBV         All|All|All               All                  All      -0.5109588254618931        -3.331581763084479         0.052885917239582025      -0.9164096309318448        
Redshift      All|All|All               All                  All      7.005757726382633          -0.6999356451391492        3.3569956664852385        -2.3601905424147573        
