#Format:        
#Parameter MagSys|Instrument|Band RestLamb Phase dmu/dP dmB/dP ds/dP dc/dP
Zeropoint AB|PS|PS_i 5007.630400775747 All -17.076012397308595 7.99343419958851 -59.09491990121152 5.528808654863559
Zeropoint AB|PS|PS_r 4134.380669074526 All -0.8814945300839161 0.25608216937459005 -4.92286017481328 0.15086151645247126
Zeropoint AB|PS|PS_z 5754.989226487453 All 4.497852432531246 -0.9845388026092934 23.55753572066137 -0.7345305672345056
Zeropoint AB|PS|PS_g 3255.59187237282 All 0.0071462575201824835 -0.01670915855118693 -0.3074073098287542 -0.021488670201273208
Check All|All|All All All -13.452508237341078 7.24826840780262 -40.767651665192176 4.923650933880251
