#Format:      
#Parameter    MagSys|Instrument|Band                     RestLamb             Phase    dmu/dP                     dmB/dP                     ds/dP                      dc/dP                      
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA4_KC_r'_1    6200.087545969009    All      0.4357098494672439         -0.07849416213989713       0.2733636842238374         -0.1552941976770278        
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_i              7520.712390920187    All      0.15303478331788758        -0.04691664159643949       0.1278496479835911         -0.059425414703770385      
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_B              4349.959067455644    All      -0.27379778418369854       0.18798373369062205        0.08672930193351913        0.15428776294436897        
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_V-LC-9844      5313.825024746155    All      0.1909971386460458         0.22878657283129655        -0.1128185740067067        0.007274687148642323       
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA4_KC_V_1     5368.50744567776     All      0.19972521426845258        0.12164329258794737        0.0034807745374676458      -0.025278519729274307      
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA4_KC_B_1     4336.518539725516    All      -0.2449446008748473        0.12473558927101891        0.0012411567592296446      0.12047238717325104        
Zeropoint     Linear_AB11_off|LOSS|LOSS_K4_B             4404.288291133182    All      -0.22550028874224431       0.06254525009392609        -0.21943834707880971       0.08403338282943762        
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA4_KC_i'_1    7548.546783328957    All      0.12371190533279298        -0.03969784856217018       0.060320129681940005       -0.050536122517438886      
Zeropoint     Linear_AB11_off|LOSS|LOSS_K4_R             6296.635807316719    All      0.3200757082080349         -0.028822777636428043      -0.19782644473471667       -0.12247580090329613       
Zeropoint     Linear_AB11_off|LOSS|LOSS_K4_V             5326.579426865748    All      0.10455963409110824        0.08114783034196549        -0.33012628945266465       -0.022358014789627956      
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_u              3554.89153447826     All      -0.14383232785557662       0.06382588750764029        -0.02697830461800832       0.06643719466793152        
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_g              4751.922784971629    All      -0.22389104367411594       0.39966621172116135        0.12780391274795355        0.2088164141504062         
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_r              6151.141524573952    All      0.4977480273875081         -0.06018531450848741       0.24361085390282033        -0.17086601137176194       
Zeropoint     Linear_AB11_off|LOSS|LOSS_K4_I             7801.674840820854    All      0.08663612562730692        -0.020592825277621074      -0.03649997239857927       -0.03655682316727471       
Check         All|All|All                                All                  All      1.0002323410158982         0.9956247983245348         0.0007115294808734962      -0.0014690759454344393     
Lambda        Linear_AB11_off|CfA34_FLWO|CfA4_KC_r'_1    6200.087545969009    All      -7.577830878944384e-05     2.6021389545538384e-05     -0.00011250103474782491    2.813910637606847e-05      
Lambda        Linear_AB11_off|SWOPE|SWOPE_i              7520.712390920187    All      -3.453450786571291e-05     9.482628137369045e-06      -8.917457703904477e-05     1.0358377507730562e-05     
Lambda        Linear_AB11_off|SWOPE|SWOPE_B              4349.959067455644    All      -0.00016597253001926813    5.2600659049820276e-05     -0.00010303768413618097    6.659837991610151e-05      
Lambda        Linear_AB11_off|SWOPE|SWOPE_V-LC-9844      5313.825024746155    All      4.611416168501487e-05      9.339442675127223e-05      -0.0005346865367494998     -8.459866602092548e-06     
Lambda        Linear_AB11_off|CfA34_FLWO|CfA4_KC_V_1     5368.50744567776     All      2.6647213190615404e-05     7.939019847444555e-05      -0.00039431397962334596    -4.162963923675102e-07     
Lambda        Linear_AB11_off|CfA34_FLWO|CfA4_KC_B_1     4336.518539725516    All      -0.00018615614099311533    6.873281173388477e-05      -0.00017322770597291945    7.52953605891564e-05       
Lambda        Linear_AB11_off|LOSS|LOSS_K4_B             4404.288291133182    All      -0.00018701338478259867    5.994812331683832e-05      -0.00024561224167263604    6.948294169064686e-05      
Lambda        Linear_AB11_off|CfA34_FLWO|CfA4_KC_i'_1    7548.546783328957    All      -3.7060895512771956e-05    1.3306128405958859e-05     -7.696419499215165e-05     1.2971638177461251e-05     
Lambda        Linear_AB11_off|LOSS|LOSS_K4_R             6296.635807316719    All      -7.06238561384524e-05      2.2896458762034406e-05     -0.00010485717917593139    2.5783348975043717e-05     
Lambda        Linear_AB11_off|LOSS|LOSS_K4_V             5326.579426865748    All      2.0351240277239686e-06     0.0001177013440724706      -0.000787944441849182      2.513951632380683e-06      
Lambda        Linear_AB11_off|SWOPE|SWOPE_u              3554.89153447826     All      -0.00035234737602351943    0.000161800735945209       -0.00021723448263920303    0.00015778077780037708     
Lambda        Linear_AB11_off|SWOPE|SWOPE_g              4751.922784971629    All      -0.00012396512497458723    -1.1549712441329162e-05    -0.0005318407155551042     1.288378974013315e-05      
Lambda        Linear_AB11_off|SWOPE|SWOPE_r              6151.141524573952    All      -3.566015943800945e-05     -4.090558943907799e-07     -0.00030085786736299097    -1.9434606791892842e-06    
Lambda        Linear_AB11_off|LOSS|LOSS_K4_I             7801.674840820854    All      -5.31264662178672e-06      4.846678500236601e-06      2.9305970145569095e-05     4.61701727425612e-06       
MWEBV         All|All|All                                All                  All      -0.9590414051774636        -4.020195650917202         0.02441161232136224        -0.9960292686813393        
Redshift      All|All|All                                All                  All      7.122166399308131          -2.179269658666172         11.192573750183954         -2.5303105714003586        
