#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb              Phase    dmu/dP                    dmB/dP                     ds/dP                     dc/dP                      
Zeropoint     AB|MEGACAMPSF|z           5129.694422199496     All      1.5420981376455005        0.187766781575327          0.7135950122285184        -0.40930581087780665       
Zeropoint     AB|MEGACAMPSF|r           3641.1281232913498    All      -1.823089189407185        0.1921353206721932         -0.2845965615104862       0.6437246844144762         
Zeropoint     AB|MEGACAMPSF|i           4452.108283187418     All      1.2771007801664935        0.6196655738820667         -0.4443077133802431       -0.23397568827932258       
Check         All|All|All               All                   All      0.9961097284048088        0.9995676761295869         -0.015309262662210887     0.00044318525734693415     
Lambda        AB|MEGACAMPSF|z           5129.694422199496     All      0.0003424259646112198     6.568562922048647e-05      -0.0008604889355148545    -0.00012854310083266072    
Lambda        AB|MEGACAMPSF|r           3641.1281232913498    All      -0.0031264368219241397    0.0001580631643554722      -0.00167598512378259      0.0009950781838180447      
Lambda        AB|MEGACAMPSF|i           4452.108283187418     All      -0.0006814894567927505    -0.00026389391916872325    -0.004136013225262691     -4.854666913256075e-05     
MWEBV         All|All|All               All                   All      -0.178502552079995        -1.9056411735896006        0.006780739532041835      -0.5622832769360638        
Redshift      All|All|All               All                   All      8.275767539027422         1.0970065763387993         8.082318235959196         -1.9776818776424148        
