#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb              Phase    dmu/dP                     dmB/dP                     ds/dP                      dc/dP                     
Zeropoint     AB|DECam|DECam_g          3001.8650796070788    All      -0.2853799996984243        0.09451428770379522        0.42191848968519163        0.14257235195084392       
Zeropoint     AB|DECam|DECam_i          4846.989238301819     All      0.7810627067018134         0.3532602411675967         0.09626374439362809        -0.13505352851866112      
Zeropoint     AB|DECam|DECam_z          5679.958519176497     All      1.2584717164690151         0.2597755420197245         0.8786800891028786         -0.28609674340136687      
Zeropoint     AB|DECam|DECam_r          3989.701696802311     All      -0.7621196108703036        0.2919968189267763         -1.3817450501395763        0.28169946512311334       
Check         All|All|All               All                   All      0.9920348126021006         0.9995468898178927         0.01511727304212207        0.0031215451539292616     
Lambda        AB|DECam|DECam_g          3001.8650796070788    All      -0.0009444352171683219     0.00026719389318130907     0.0010198761869122533      0.00044017985275459606    
Lambda        AB|DECam|DECam_i          4846.989238301819     All      -0.00015669178300974803    -2.1384845106822617e-05    -0.0008045983679651572     8.168391365374228e-06     
Lambda        AB|DECam|DECam_z          5679.958519176497     All      -0.0004672435043766347     -0.00011108721992101524    -0.00043310331567874796    9.668440723375602e-05     
Lambda        AB|DECam|DECam_r          3989.701696802311     All      -0.0005946854797616023     0.00014453205648423393     -0.001380087268892374      0.00017920051479074298    
MWEBV         All|All|All               All                   All      -0.3509721939849173        -2.029060508018077         0.461859279301058          -0.5259979129540439       
Redshift      All|All|All               All                   All      5.838497838380414          0.700983721510795          4.2313591858385555         -1.4846312405243447       
