#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb              Phase    dmu/dP                     dmB/dP                     ds/dP                      dc/dP                     
Zeropoint     AB|DECam|DECam_g          3001.8650796070788    All      -0.601207015793743         0.0410706819346629         -0.2120924617511566        0.19974626399625328       
Zeropoint     AB|DECam|DECam_i          4846.989238301819     All      1.0572920555908112         0.41991539431069924        0.5036073140114949         -0.185140866208644        
Zeropoint     AB|DECam|DECam_z          5679.958519176497     All      1.0866541455126741         0.2771923789559594         1.1984863857081807         -0.21018538492335315      
Zeropoint     AB|DECam|DECam_r          3989.701696802311     All      -0.5430536405265023        0.2606248261949773         -1.4686458674734226        0.19624559702854094       
Check         All|All|All               All                   All      0.99968554478324           0.9988032813962988         0.021355370495096393       0.00066560989279707       
Lambda        AB|DECam|DECam_g          3001.8650796070788    All      -0.0011097367651385394     7.137750371847725e-05      -0.00023771876458176093    0.00037411947821150345    
Lambda        AB|DECam|DECam_i          4846.989238301819     All      -0.0005008033869387226     -0.00010627950268948954    -0.0011689111614533807     7.634627202935503e-05     
Lambda        AB|DECam|DECam_z          5679.958519176497     All      -0.0004980720418148574     -0.00013929949584449367    -0.0005941665144846466     9.034909885536389e-05     
Lambda        AB|DECam|DECam_r          3989.701696802311     All      -0.00018131754556613693    9.749014761657774e-05      -0.0009333849138094797     4.916415634879998e-05     
MWEBV         All|All|All               All                   All      -0.3137215826060993        -1.9927718137640937        0.97890908351278           -0.5032376829696233       
Redshift      All|All|All               All                   All      6.169035755964343          1.6288039850026692         7.268409996588482          -1.1545471014426878       
