#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb              Phase    dmu/dP                     dmB/dP                    ds/dP                      dc/dP                      
Zeropoint     AB|MEGACAMPSF|r           3350.6983320363684    All      -1.4980582455356117        -0.11540093256225958      -1.005458325243902         0.4055079877573087         
Zeropoint     AB|MEGACAMPSF|z           4719.729482013988     All      1.0698723746810124         0.34594410760764305       0.7433353602982806         -0.20263561000407326       
Zeropoint     AB|MEGACAMPSF|i           4088.4689590214684    All      1.4256495699899785         0.7673111149962608        0.25878012103013326        -0.20289432521582718       
Check         All|All|All               All                   All      0.9974636991353791         0.9978542900416443        -0.003342843915488114      -2.1947462591764832e-05    
Lambda        AB|MEGACAMPSF|r           3350.6983320363684    All      -0.002799054946883824      -0.0005411466256397386    -0.007433844896350695      0.0004037366678970814      
Lambda        AB|MEGACAMPSF|z           4719.729482013988     All      -0.00019859104429079772    -7.419587343173792e-05    -0.00017066617879815825    3.2903551910003945e-05     
Lambda        AB|MEGACAMPSF|i           4088.4689590214684    All      -0.0002953109653185279     2.5033640236507336e-05    -0.0020866459420981155     1.1229352276089064e-05     
MWEBV         All|All|All               All                   All      -0.46295387053071546       -1.6933117585152146       0.14746239445158071        -0.39418747229466866       
Redshift      All|All|All               All                   All      0.6856587433620349         0.11849736032925051       3.3589582962259            -0.0348482398859401        
