Salt2Model
BEGIN_OF_FITPARAMS Salt2Model
DayMax 52935.56981259555 0.8065815021081789
Redshift 0.526 0 F
Color 0.07464789452117827 0.024845383629228883
X0 8.085515442376635e-06 2.457294902773047e-07
X1 0.8823046421258863 0.22022203601671045
RestFrameMag_0_UX 23.041614353841986 0.0
RestFrameMag_0_B 23.373874723680427 0.032996956851078466
RestFrameMag_0_V 23.266582970065283 0.0
RestFrameMag_0_R 23.2514070541825 0.0
CovDayMaxDayMax 0.6505737195430862 -1
CovDayMaxRestFrameMag_0_B 0.01689098061868046 -1
CovDayMaxX1 -0.089602052495308 -1
CovDayMaxColor 0.002551074371511736 -1
CovRestFrameMag_0_BDayMax 0.0168909806186805 -1
CovRestFrameMag_0_BRestFrameMag_0_B 0.0010887991614319341 -1
CovRestFrameMag_0_BX1 0.00034313289483989593 -1
CovRestFrameMag_0_BColor 0.0004874809682788216 -1
CovX1DayMax -0.08960205249530796 -1
CovX1RestFrameMag_0_B 0.00034313289483990325 -1
CovX1X1 0.04849774514734532 -1
CovX1Color -0.00042493827041020207 -1
CovColorDayMax 0.002551074371511792 -1
CovColorRestFrameMag_0_B 0.0004874809682788234 -1
CovColorX1 -0.00042493827041020305 -1
CovColorColor 0.0006172930876835545 -1

dmu_estimate 0.07263135551859821
FirstPhase  -2.986574440072797
LastPhase  38.32240327945443
LatestNegPhase  -1.0164564846347937
EarliestPosPhase  2.9205684170669626
NightsNegPhase  2
NightsPosPhase  16

salt3source   1
salt2_version   salt3-f22

COMPARISON_OF_INSTRUMENTS
Instrument|All	12.622437422535658
Instrument|ACSWF	12.638131329046594	0.06407380554761864
Instrument|MOSAICII	12.47736037943376	0.20059597438743548
