#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb              Phase    dmu/dP                     dmB/dP                     ds/dP                      dc/dP                      
Zeropoint     AB|DECam|DECam_z          7129.65504499142      All      0.5330488696767877         0.0420756037797787         0.36135368480524654        -0.14380058992791211       
Zeropoint     AB|DECam|DECam_i          6084.086910002284     All      0.8379362617754937         0.09660428205577887        -0.4701538339061366        -0.26245702116119074       
Zeropoint     AB|DECam|DECam_g          3768.0314806783417    All      -0.8394533870042864        0.5184815953519717         -0.24979962702371822       0.4311766884215012         
Zeropoint     AB|DECam|DECam_r          5007.993761676541     All      0.46530726585266025        0.3413144133213919         0.3595299684058104         -0.024344380084583825      
Check         All|All|All               All                   All      0.9968390103006552         0.9984758945089212         0.000930192281202169       0.0005746972478145179      
Lambda        AB|DECam|DECam_z          7129.65504499142      All      -0.000320528243452955      -3.216634000169014e-05     -0.0005224236316028185     7.06155915054328e-05       
Lambda        AB|DECam|DECam_i          6084.086910002284     All      -0.00017047858671048613    -2.8589514440829342e-05    -0.00021402180274344182    3.666712876019715e-05      
Lambda        AB|DECam|DECam_g          3768.0314806783417    All      -0.001338641972730921      0.0007002631983844785      -0.001432964284878706      0.0006001918775527742      
Lambda        AB|DECam|DECam_r          5007.993761676541     All      -0.00015083448825514776    -8.844248317849086e-05     -0.0012983981573178546     -3.7618417744589305e-05    
MWEBV         All|All|All               All                   All      -0.4713686620525568        -2.9148086134252793        0.10732539926378666        -0.7911193393073563        
Redshift      All|All|All               All                   All      5.367568884826458          -0.1317536587599477        2.810854211088971          -1.6658747611293865        
