#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb             Phase    dmu/dP                     dmB/dP                     ds/dP                     dc/dP                      
Zeropoint     AB|SDSS|SDSS_g            3961.982914453748    All      -0.7662759179384292        0.5648101949756068         -0.1756562841630402       0.4257398052064168         
Zeropoint     AB|SDSS|SDSS_i            6278.171673333441    All      1.0651218281310146         0.1183798588803242         0.4908099864132809        -0.28648241078569087       
Zeropoint     AB|SDSS|SDSS_z            7464.222779661661    All      0.07630057990977772        0.007004088631035188       0.10697520248468705       -0.017798335028775376      
Zeropoint     AB|SDSS|SDSS_u            3013.034715475001    All      -0.09489458902420887       0.029487569630326504       0.08265061816969277       0.044203678613610194       
Zeropoint     AB|SDSS|SDSS_r            5177.127260737237    All      0.7109349463373479         0.2800841112595265         -0.49812965835341266      -0.1625715303818368        
Check         All|All|All               All                  All      0.9911868474155021         0.9997658233768192         0.006649864551207918      0.003091207623723946       
Lambda        AB|SDSS|SDSS_g            3961.982914453748    All      -0.0006972596548300965     0.0003648961441062874      -0.0019476439474282261    0.0002590646834328068      
Lambda        AB|SDSS|SDSS_i            6278.171673333441    All      -0.00022416391816494814    -3.362581455117494e-05     -6.558685025158399e-05    5.9137688967200714e-05     
Lambda        AB|SDSS|SDSS_z            7464.222779661661    All      -1.5279305034745124e-05    -1.3020823306147423e-06    -1.597957671617429e-05    3.839746154402119e-06      
Lambda        AB|SDSS|SDSS_u            3013.034715475001    All      -0.00010873219999882198    3.363658674625995e-05      9.097843729753067e-05     5.043414744457448e-05      
Lambda        AB|SDSS|SDSS_r            5177.127260737237    All      0.00010400683238286925     4.468162534192016e-05      -5.122353365909893e-05    -2.1610042720601187e-05    
MWEBV         All|All|All               All                  All      -0.7609571446967909        -3.1993444889154787        0.27855931891720187       -0.7818321555462643        
Redshift      All|All|All               All                  All      4.441403708978209          -0.058129526859929115      -2.6279138911666706       -1.582917732549828         
