#Format:      
#Parameter    MagSys|Instrument|Band                     RestLamb              Phase    dmu/dP                     dmB/dP                     ds/dP                      dc/dP                      
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA3_KC_V_1     5435.334228022141     All      0.2482511402979528         0.08554332702317424        -0.060731103365291306      -0.05570943792697833       
Zeropoint     Linear_AB11_off|LOSS|LOSS_K3_B             4393.983843551506     All      -0.24700135185701716       0.1864681084548625         0.02461349190802098        0.1422936510434132         
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA3_KC_r'_1    6263.213143314068     All      0.373923928722358          -0.03708205246799601       -0.05545143309138578       -0.13635271254849313       
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA3_KC_B_1     4395.051581928818     All      -0.3010042619330662        0.21133633905212612        -0.07524921528618278       0.1635281623749138         
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_V-LC-9844      5372.714294731126     All      0.2038400489226847         0.09144473696744981        -0.019368896648375156      -0.03747519569904309       
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_u              3594.287819897195     All      -0.14636616962414592       0.0670781077106497         -0.03496652494219821       0.06796542782335976        
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_B              4398.166509882524     All      -0.259356326975432         0.18260162410288494        -0.04636349484432589       0.14189125481584505        
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA3_KC_i'_1    7630.615675475084     All      0.124439252447738          -0.020914349569522983      0.02358735144029067        -0.04629385500649549       
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_r              6219.310166234053     All      0.3975645893875996         -0.0333062339777257        0.03273450000466083        -0.1388880120080413        
Zeropoint     Linear_AB11_off|LOSS|LOSS_K3_R             6425.487453273735     All      0.31957751349020036        -0.03405022377389599       0.0065852785201159225      -0.1148943172986451        
Zeropoint     Linear_AB11_off|LOSS|LOSS_K3_I             7945.034837840063     All      0.09681027366199255        -0.017959023367453142      0.017458849509971452       -0.03660502757217576       
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_i              7604.058993490973     All      0.12166921303771196        -0.019784865169114596      0.030879290211344168       -0.04469824607422554       
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_g              4804.5848998378015    All      -0.1690974055823266        0.24767442919566562        0.08803908413307915        0.13968507794925866        
Zeropoint     Linear_AB11_off|LOSS|LOSS_K3_V             5415.901178769648     All      0.23266029414030828        0.08741001838883378        0.06738828912758454        -0.04430556356384216       
Check         All|All|All                                All                   All      0.9959107381365582         0.9964599425699383         -0.0008445333226914098     0.00014120630885061658     
Lambda        Linear_AB11_off|CfA34_FLWO|CfA3_KC_V_1     5435.334228022141     All      4.64752053351985e-05       -1.0843627715283577e-05    -0.0003245348183341879     -3.315312806588464e-05     
Lambda        Linear_AB11_off|LOSS|LOSS_K3_B             4393.983843551506     All      -0.00011563158146142753    5.1905674227094e-05        -0.00014549156629776045    4.807977560447178e-05      
Lambda        Linear_AB11_off|CfA34_FLWO|CfA3_KC_r'_1    6263.213143314068     All      -8.955762168663862e-05     1.794740276812128e-06      -8.470567430993268e-05     2.597644448957328e-05      
Lambda        Linear_AB11_off|CfA34_FLWO|CfA3_KC_B_1     4395.051581928818     All      -0.00018717511050277775    5.875555720156877e-05      -0.00036652564968243126    6.375135299604347e-05      
Lambda        Linear_AB11_off|SWOPE|SWOPE_V-LC-9844      5372.714294731126     All      6.753104550500858e-05      -4.060535459538768e-06     -0.00033258015164304937    -3.816125789564987e-05     
Lambda        Linear_AB11_off|SWOPE|SWOPE_u              3594.287819897195     All      -0.0002248893122971147     9.224983456772431e-05      -6.362897842134375e-05     0.000100463184632285       
Lambda        Linear_AB11_off|SWOPE|SWOPE_B              4398.166509882524     All      -0.00013783429709637342    5.4038018330068664e-05     -0.00023234896763229382    5.213045826085271e-05      
Lambda        Linear_AB11_off|CfA34_FLWO|CfA3_KC_i'_1    7630.615675475084     All      -2.429252102923652e-05     1.8991885196695619e-06     -2.152215652200645e-05     7.571066483840781e-06      
Lambda        Linear_AB11_off|SWOPE|SWOPE_r              6219.310166234053     All      -7.079376382440462e-05     -2.402177086116854e-06     -0.00010457491479653119    1.761069166487394e-05      
Lambda        Linear_AB11_off|LOSS|LOSS_K3_R             6425.487453273735     All      -8.479667065290324e-05     -3.76904750265543e-06      -0.00012255039691836346    2.092450122880522e-05      
Lambda        Linear_AB11_off|LOSS|LOSS_K3_I             7945.034837840063     All      1.3235610396187296e-05     4.420967422980775e-08      2.5186383874663762e-05     -3.172920563885522e-06     
Lambda        Linear_AB11_off|SWOPE|SWOPE_i              7604.058993490973     All      -3.1111591790399895e-05    3.7411304149637317e-06     -2.1411790156469066e-05    1.0397168388901424e-05     
Lambda        Linear_AB11_off|SWOPE|SWOPE_g              4804.5848998378015    All      -6.14906818949872e-05      -4.0084854626047415e-06    -0.0003684662574489053     2.2808857204828726e-06     
Lambda        Linear_AB11_off|LOSS|LOSS_K3_V             5415.901178769648     All      4.744382411012348e-05      -3.739289797972276e-06     -0.000249693476597255      -2.7814697134175797e-05    
MWEBV         All|All|All                                All                   All      -0.9878899002252424        -4.0601880849893135        0.005806764036536682       -1.0004894651762428        
Redshift      All|All|All                                All                   All      4.423615780802279          -0.07590434671191915       1.2361754421952476         -1.4104769029099185        
