#Format:      
#Parameter    MagSys|Instrument|Band                     RestLamb              Phase    dmu/dP                     dmB/dP                     ds/dP                      dc/dP                      
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA3_KC_V_1     5435.334228022141     All      0.25391793512298283        0.08768966731249606        -0.04345395431366749       -0.05608516597767402       
Zeropoint     Linear_AB11_off|LOSS|LOSS_K3_B             4393.983843551506     All      -0.2505611183173727        0.18180135742329462        0.00031905055111012116     0.14084892041243305        
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA3_KC_r'_1    6263.213143314068     All      0.37604913614479574        -0.03525900714453911       -0.03539029193529776       -0.13555590009266144       
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA3_KC_B_1     4395.051581928818     All      -0.2993941732315809        0.20678335153836436        -0.07308065355047175       0.16161741864284387        
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_V-LC-9844      5372.714294731126     All      0.21148865597168814        0.09499540162352105        -0.010353839594608952      -0.038407729763071184      
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_u              3594.287819897195     All      -0.1540482846711903        0.0703939916182783         -0.0324275538597942        0.07166114052465043        
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_B              4398.166509882524     All      -0.2653395783917807        0.18394544888074016        -0.049239785771850515      0.14414956893217504        
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA3_KC_i'_1    7630.615675475084     All      0.12685713207230265        -0.02056407694279727       0.03123205509630223        -0.04662619461462753       
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_r              6219.310166234053     All      0.3946272928176416         -0.03235342062044566       0.03212132577793288        -0.1376482383734562        
Zeropoint     Linear_AB11_off|LOSS|LOSS_K3_R             6425.487453273735     All      0.3265756952817146         -0.03348773532527716       0.011168158996966009       -0.11678612144117506       
Zeropoint     Linear_AB11_off|LOSS|LOSS_K3_I             7945.034837840063     All      0.09496113190288073        -0.017078008799931155      0.0199447848822369         -0.035604789958939884      
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_i              7604.058993490973     All      0.11773465048113561        -0.018856944771883377      0.032162332876140586       -0.0430571191039048        
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_g              4804.5848998378015    All      -0.17598316757357546       0.23997713836836354        0.04586552080543749        0.13753872387370814        
Zeropoint     Linear_AB11_off|LOSS|LOSS_K3_V             5415.901178769648     All      0.23855531897072618        0.08846887050451002        0.0712316544305843         -0.045709352380855404      
Check         All|All|All                                All                   All      0.9954406265803678         0.9964560336646944         9.880439101989102e-05      0.0003351606794450637      
Lambda        Linear_AB11_off|CfA34_FLWO|CfA3_KC_V_1     5435.334228022141     All      3.99852511318607e-05       -1.3732738556440406e-05    -0.0003279282376768964     -3.213164763844818e-05     
Lambda        Linear_AB11_off|LOSS|LOSS_K3_B             4393.983843551506     All      -9.823358553333889e-05     4.018876477609394e-05      -0.00014470713434488504    3.863109866585784e-05      
Lambda        Linear_AB11_off|CfA34_FLWO|CfA3_KC_r'_1    6263.213143314068     All      -0.00010508866007644146    -1.53288228289281e-06      -0.00012983693650265286    2.793749755462059e-05      
Lambda        Linear_AB11_off|CfA34_FLWO|CfA3_KC_B_1     4395.051581928818     All      -0.00016141524953667603    4.4433484568409296e-05     -0.0003554005292987071     5.119181159321252e-05      
Lambda        Linear_AB11_off|SWOPE|SWOPE_V-LC-9844      5372.714294731126     All      4.4139046787372864e-05     8.741045665225024e-07      -0.00028966215411009165    -2.701910662343092e-05     
Lambda        Linear_AB11_off|SWOPE|SWOPE_u              3594.287819897195     All      -0.00021516213493787663    7.88411926808071e-05       -0.00011255409962499827    9.074378370360228e-05      
Lambda        Linear_AB11_off|SWOPE|SWOPE_B              4398.166509882524     All      -0.00011816538751425592    4.173472732804869e-05      -0.0002038184144702997     4.2989248227971846e-05     
Lambda        Linear_AB11_off|CfA34_FLWO|CfA3_KC_i'_1    7630.615675475084     All      -2.3710522945960273e-05    2.361162732706644e-06      -1.728366918672713e-05     7.72111498374114e-06       
Lambda        Linear_AB11_off|SWOPE|SWOPE_r              6219.310166234053     All      -8.879219446336343e-05     -4.449715136251866e-06     -0.00013875321795753424    2.1281201455025857e-05     
Lambda        Linear_AB11_off|LOSS|LOSS_K3_R             6425.487453273735     All      -9.439671098221162e-05     -3.947340403872535e-06     -0.00014468681684138082    2.3005627580153065e-05     
Lambda        Linear_AB11_off|LOSS|LOSS_K3_I             7945.034837840063     All      1.3279468449625205e-05     1.0352496485624569e-07     2.712556909755334e-05      -3.081348703063242e-06     
Lambda        Linear_AB11_off|SWOPE|SWOPE_i              7604.058993490973     All      -3.192542323547004e-05     4.027029388893015e-06      -1.9313549655228873e-05    1.0849021603125961e-05     
Lambda        Linear_AB11_off|SWOPE|SWOPE_g              4804.5848998378015    All      -3.921676591909487e-05     -2.5535402633920855e-05    -0.0003729411265960881     -1.2186179497879498e-05    
Lambda        Linear_AB11_off|LOSS|LOSS_K3_V             5415.901178769648     All      3.3442967395346355e-05     -1.6570405145060535e-06    -0.00023541859546609068    -2.193887800935076e-05     
MWEBV         All|All|All                                All                   All      -0.9840359372498795        -4.062650388190736         0.002059093222016678       -1.0027141222050295        
Redshift      All|All|All                                All                   All      4.4036022807836614         0.24354490518385674        0.7364602934385298         -1.3222027085989339        
