#Date  :
#Mag  :
#Magerr  :
#end  :
@INSTRUMENT  CfA1_FLWO
@BAND  CfA1_FLWO_I_thin
@MAGSYS  Linear_AB11_off
50131.39999999991  16.901  0.03
50132.35999999987  16.9374  0.03
50133.450000000186  16.9604  0.03
50135.37999999989  17.084  0.02
50141.470000000205  17.477  0.03
50142.450000000186  17.535800000000002  0.03
50150.43000000017  17.3534  0.03
50151.25  17.4004  0.04
50153.50999999978  17.3008  0.03
50159.35999999987  17.247999999999998  0.03
50165.41000000015  17.657999999999998  0.03
50172.35000000009  18.0288  0.03
50182.330000000075  18.5184  0.02
50202.33999999985  19.4612  0.03
50216.25  19.7978  0.02
