#Format:      
#Parameter    MagSys|Instrument|Band                 RestLamb             Phase    dmu/dP                    dmB/dP                    ds/dP                     dc/dP                      
Zeropoint     Linear_AB11_off|MOSAICII|MOSAICII_R    4272.480825154291    All      -2.7446494135439075       0.8253677636123058        -0.24301740723119292      1.1520272939301432         
Zeropoint     Linear_AB11_off|MOSAICII|MOSAICII_I    5116.300012554208    All      3.740438415915358         0.17662230598691764       0.2405868915661415        -1.150115865076182         
Check         All|All|All                            All                  All      0.9957890023714504        1.0019900695992234        -0.002430515665051425     0.0019114288539612279      
Lambda        Linear_AB11_off|MOSAICII|MOSAICII_R    4272.480825154291    All      -0.0006677638214576008    0.0001263407070148324     -0.0012533760016051416    0.00020273355578258266     
Lambda        Linear_AB11_off|MOSAICII|MOSAICII_I    5116.300012554208    All      0.0007094146775442241     2.4801510632361053e-05    -0.000243323877716124     -0.00023385945868370424    
MWEBV         All|All|All                            All                  All      -0.045031010392974746     -2.261355603263304        -0.0050655169217808165    -0.7221558855663236        
Redshift      All|All|All                            All                  All      3.5762859776437534        -0.0326229839638259       -3.226893982373233        -1.3195418362191247        
